	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	52.8989462172	176.561648656
52.0	57.4468492124	176.335371706
53.0	62.5217641683	176.084033118
54.0	68.2176839932	175.803094050
55.0	74.6524183544	175.486859586
56.0	81.9756060816	175.128086831
57.0	90.3801764738	174.717422830
58.0	100.119111462	174.242579414
59.0	111.530583090	173.687090405
60.0	125.076736402	173.028383177
61.0	141.405499299	172.234682721
62.0	161.452834251	171.259839765
63.0	186.619328507	170.034277908
64.0	219.090718840	168.448243380
65.0	262.453665283	166.318676066
66.0	322.954446499	163.318202302
67.0	412.219747612	158.807684871
68.0	553.091858271	151.398581568
69.0	786.729118435	137.756624288
70.0	1107.50727476	110.821332010
71.0	1139.26261730	71.7937299169
72.0	846.685544383	44.2464463057
73.0	618.720621595	30.2728730977
74.0	479.214833035	22.7173339102
75.0	390.384055766	18.1364992134
76.0	330.039852266	15.0994785560
77.0	286.724144065	12.9503430261
78.0	254.245915732	11.3543270446
79.0	229.040133125	10.1247902043
80.0	208.930662531	9.15011124655
81.0	192.521551299	8.35968887484
82.0	178.879164919	7.70679740352
83.0	167.356717456	7.15934235202
84.0	157.492537909	6.69458970298
85.0	148.948514948	6.29601696139
86.0	141.471445704	5.95135573216
87.0	134.867967071	5.65133338799
88.0	128.987829000	5.38884048727
89.0	123.712447965	5.15836651363
90.0	118.946898011	4.95560969059
91.0	114.614189754	4.77720330439
92.0	110.651109958	4.62052186421
93.0	107.005141614	4.48354402142
94.0	103.632147856	4.36475697165
95.0	100.494600841	4.26309289112
96.0	97.5602062032	4.17789141920
97.0	94.8008150588	4.10888512046
98.0	92.1915469166	4.05620725013
99.0	89.7100652097	4.02042339920
100.0	87.3359626778	4.00258773796
