	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	3.69304675610	-3.78163357402
52.0	4.03102853332	-4.01988508594
53.0	4.41013150376	-4.28358585568
54.0	4.83779997881	-4.57729245895
55.0	5.32336984462	-4.90671860653
56.0	5.87870562694	-5.27912701066
57.0	6.51911190190	-5.70389171425
58.0	7.26466669262	-6.19332323305
59.0	8.14222154569	-6.7639115256
60.0	9.18848844375	-7.43825451753
61.0	10.4549614309	-8.24815419202
62.0	12.0160621470	-9.23978868015
63.0	13.9832159768	-10.4827651919
64.0	16.5304206607	-12.0868705431
65.0	19.9434195886	-14.2352003342
66.0	24.7203748525	-17.2551663398
67.0	31.7900640822	-21.7859469103
68.0	42.9826466524	-29.2161285875
69.0	61.6227978292	-42.8800274424
70.0	87.4526200803	-69.8381764948
71.0	90.7095031499	-108.889606972
72.0	67.9907032374	-136.461752088
73.0	50.1209697110	-150.461286924
74.0	39.1701443760	-158.043961192
75.0	32.2050045420	-162.653184735
76.0	27.4861818115	-165.719936326
77.0	24.1125828516	-167.900242158
78.0	21.5965437734	-169.528975306
79.0	19.6569914879	-170.792895305
80.0	18.1222726874	-171.803755787
81.0	16.8822588939	-172.632305644
82.0	15.8633087351	-173.325435608
83.0	15.0144358411	-173.915425433
84.0	14.2992848109	-174.425217740
85.0	13.6912746338	-174.871570887
86.0	13.1705485393	-175.267020871
87.0	12.7219960291	-175.621145283
88.0	12.3339335596	-175.941402505
89.0	11.9972026135	-176.233704170
90.0	11.7045396240	-176.502815269
91.0	11.4501273101	-176.752640210
92.0	11.2292698075	-176.986431841
93.0	11.0381541858	-177.206947675
94.0	10.8736731323	-177.416569413
95.0	10.7332921231	-177.617396997
96.0	10.6149491960	-177.811325049
97.0	10.5169795030	-178.000107656
98.0	10.4380588934	-178.185416104
99.0	10.3771626586	-178.368893503
100.0	10.3335368414	-178.552059196
