	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	4.46309929073	-3.72938571453
52.0	4.86757813040	-3.96560805233
53.0	5.32089013963	-4.22721226487
54.0	5.83185285304	-4.51875272151
55.0	6.41152311313	-4.84594083570
56.0	7.07395103356	-5.21603701195
57.0	7.83725880926	-5.63841286850
58.0	8.72521871606	-6.12537645701
59.0	9.76962020655	-6.69341519569
60.0	11.0139229019	-7.36512440254
61.0	12.5190805023	-8.17230337187
62.0	14.3731789371	-9.16112750416
63.0	16.7080901883	-10.4012011532
64.0	19.7297195513	-12.0023082526
65.0	23.7761670452	-14.1475414442
66.0	29.4367724222	-17.1643094030
67.0	37.8100219259	-21.6917873625
68.0	51.0594675886	-29.1185586763
69.0	73.1103901299	-42.7789360732
70.0	103.621952122	-69.7334492723
71.0	107.339461861	-108.781126094
72.0	80.3470596649	-136.349396244
73.0	59.1479392346	-150.344931195
74.0	46.1594475743	-157.923477107
75.0	37.8965223619	-162.528440204
76.0	32.2957932555	-165.590795530
77.0	28.2888636167	-167.766565585
78.0	25.2976755909	-169.390619785
79.0	22.9891049709	-170.649713998
80.0	21.1597267450	-171.655598252
81.0	19.6790321944	-172.479017927
82.0	18.4597503036	-173.166860415
83.0	17.4414535823	-173.751402274
84.0	16.5810490636	-174.255583291
85.0	15.8470228601	-174.696159266
86.0	15.2158261071	-175.085664166
87.0	14.6695310275	-175.433674119
88.0	14.1942677251	-175.747646854
89.0	13.7791554209	-176.033494330
90.0	13.4155557834	-176.295983118
91.0	13.0965411229	-176.539020775
92.0	12.8165094054	-176.765865332
93.0	12.5709012676	-176.979281960
94.0	12.3559898278	-177.181663250
95.0	12.1687227695	-177.375124036
96.0	12.0066033504	-177.561578952
97.0	11.8676004272	-177.742808599
98.0	11.7500810765	-177.920519070
99.0	11.6527610133	-178.096398912
100.0	11.5746698466	-178.272026848
