	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	4.54651522975	-3.70705191857
52.0	4.95691728329	-3.94258853557
53.0	5.41672076769	-4.20349075091
54.0	5.93483809783	-4.49431241644
55.0	6.52244473559	-4.82076441080
56.0	7.19374114438	-5.19010658464
57.0	7.96704291938	-5.61170999196
58.0	8.86637545295	-6.09788208030
59.0	9.92386584899	-6.66510966073
60.0	11.1834342207	-7.33598742732
61.0	12.7066785953	-8.14231401171
62.0	14.582613603	-9.13026413064
63.0	16.9444975529	-10.3694414341
64.0	20.0003928806	-11.9696291334
65.0	24.0919263664	-14.1139190941
66.0	29.8145484062	-17.1297191960
67.0	38.2780302507	-21.6562038782
68.0	51.6677722386	-29.0819556010
69.0	73.9468200900	-42.7412862609
70.0	104.757520282	-69.6947245809
71.0	108.463078758	-108.741297424
72.0	81.1479505927	-136.308433469
73.0	59.7073998374	-150.302803167
74.0	46.5721163263	-157.880151567
75.0	38.2153069648	-162.483883693
76.0	32.5500979114	-165.544973404
77.0	28.4961278107	-167.719441931
78.0	25.4689215362	-169.342157337
79.0	23.1316757447	-170.599874108
80.0	21.2787254904	-171.604340777
81.0	19.7781271715	-172.426301226
82.0	18.5416502120	-173.112641204
83.0	17.5082017970	-173.695635605
84.0	16.6342128646	-174.198222383
85.0	15.8878196281	-174.637155503
86.0	15.2452095662	-175.024966974
87.0	14.6882519559	-175.371230871
88.0	14.2029174535	-175.683402792
89.0	13.7781975385	-175.967392442
90.0	13.4053496278	-176.227964065
91.0	13.0773594733	-176.469022814
92.0	12.7885516832	-176.693824212
93.0	12.5343036755	-176.905130897
94.0	12.3108328966	-177.105332858
95.0	12.1150370703	-177.296542329
96.0	11.9443736208	-177.480671394
97.0	11.7967684152	-177.659498208
98.0	11.6705473323	-177.834726626
99.0	11.5643856123	-178.008043293
100.0	11.4772722141	-178.181025629
