	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	2.04720624305	176.233390989
52.0	2.23310567960	176.000892715
53.0	2.44135460749	175.743378293
54.0	2.67596653697	175.456314041
55.0	2.94197184641	175.134010634
56.0	3.24575994585	174.769231284
57.0	3.59556876747	174.352629618
58.0	4.00220081634	173.871924699
59.0	4.48009706824	173.310658167
60.0	5.04899422784	172.646265949
61.0	5.73656658077	171.846982340
62.0	6.58279765216	170.866668197
63.0	7.64753308475	169.635758229
64.0	9.02419630880	168.044510779
65.0	10.8661563806	165.909878990
66.0	13.4406807792	162.904503734
67.0	17.2457607064	158.389263696
68.0	23.2616302586	150.975634165
69.0	33.2638108808	137.329366354
70.0	47.0771957281	110.390000388
71.0	48.6874537796	71.3585849015
72.0	36.3793695669	43.8077740494
73.0	26.7286185282	29.8309884073
74.0	20.8146235548	22.2725834584
75.0	17.0487500638	17.6892650384
76.0	14.4921546732	14.6501821765
77.0	12.6589857864	12.4994500866
78.0	11.2864287151	10.9023525735
79.0	10.2230291003	9.67230477784
80.0	9.37628267737	8.69774802407
81.0	8.68681767196	7.90815173147
82.0	8.11490323125	7.25687039165
83.0	7.63299767865	6.71190077551
84.0	7.22142618194	6.25061306123
85.0	6.86576451621	5.85660419034
86.0	6.55519561982	5.51774328953
87.0	6.28144322333	5.22491672255
88.0	6.03805994418	4.97119975442
89.0	5.81993972699	4.75129746996
90.0	5.62297629089	4.56116117769
91.0	5.44381874202	4.39772289908
92.0	5.27969337850	4.25871191496
93.0	5.12827121261	4.14253094349
94.0	4.98756769453	4.04817773282
95.0	4.85586534959	3.97520372143
96.0	4.73165277071	3.92370585547
97.0	4.61357539225	3.89435103299
98.0	4.50039456808	3.88843641373
99.0	4.39095244672	3.90799257217
100.0	4.28414047255	3.95593890173
