	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	54.4927757965	176.553281793
52.0	59.1844377032	176.326790666
53.0	64.4203387493	176.075234384
54.0	70.2975671774	175.794073936
55.0	76.9378127660	175.477614213
56.0	84.4956433827	175.118612125
57.0	93.1703441224	174.707714486
58.0	103.223232487	174.232632891
59.0	115.003624768	173.676900895
60.0	128.988897965	173.017945581
61.0	145.848339852	172.223991611
62.0	166.548774818	171.248889308
63.0	192.536986284	170.023061923
64.0	226.070828033	168.436755206
65.0	270.855354278	166.306908511
66.0	333.343165750	163.306147648
67.0	425.545376814	158.795334711
68.0	571.060954556	151.385926796
69.0	812.418675368	137.743654958
70.0	1143.85802378	110.808037255
71.0	1176.85152311	71.7800978222
72.0	874.769710012	44.2324637578
73.0	639.354122691	30.2585255866
74.0	495.283655084	22.7026053658
75.0	403.547181253	18.1213717959
76.0	341.231283346	15.0839323571
77.0	296.502741067	12.9343557446
78.0	262.967631149	11.3378736521
79.0	236.944004816	10.1078425241
80.0	216.184335552	9.13263742620
81.0	199.246865462	8.34165278207
82.0	185.167323589	7.68815796438
83.0	173.277704558	7.14005265963
84.0	163.101197441	6.67459605614
85.0	154.288611193	6.27525762793
86.0	146.578455587	5.92975952847
87.0	139.771049911	5.62881793319
88.0	133.711248117	5.36531007440
89.0	128.276617412	5.13370951919
90.0	123.369166473	4.92969544896
91.0	118.909438937	4.74987818347
92.0	114.832217336	4.59160444060
93.0	111.083343696	4.45281904726
94.0	107.617329359	4.33196785330
95.0	104.395529596	4.22793209259
96.0	101.384724606	4.13998830161
97.0	98.5560010269	4.06779026470
98.0	95.8838503136	4.01137217116
99.0	93.3454274217	3.97117388763
100.0	90.9199225133	3.94808870146
