	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	37.9997840386	176.641767356
52.0	41.2197348328	176.418029291
53.0	44.8087203538	176.169291016
54.0	48.8323839651	175.891014999
55.0	53.3729993208	175.577507514
56.0	58.5350643653	175.221526780
57.0	64.4533036540	174.813720812
58.0	71.3043701364	174.341802254
59.0	79.3243939948	173.789305572
60.0	88.8360546400	173.133658568
61.0	100.291724181	172.343086385
62.0	114.344831110	171.371439570
63.0	131.973093635	170.149141235
64.0	154.702158173	168.566436648
65.0	185.035147091	166.440264177
66.0	227.330399556	163.443248159
67.0	289.697711006	158.936248528
68.0	388.059968178	151.530719487
69.0	551.058032199	137.892388363
70.0	774.416197287	110.960768322
71.0	795.229733355	71.9368775133
72.0	589.952521009	44.3933355222
73.0	430.329354380	30.4235237512
74.0	332.685245755	22.8717530800
75.0	270.506622564	18.2946786902
76.0	228.255185453	15.2613917055
77.0	197.912494073	13.1159413499
78.0	175.147640646	11.5235357950
79.0	157.467338783	10.2975034380
80.0	143.349966748	9.32618582506
81.0	131.819616652	8.53893733750
82.0	122.223724003	7.88897955320
83.0	114.110336415	7.34415510462
84.0	107.156967131	6.88165492841
85.0	101.127553489	6.48486692632
86.0	95.8454367160	6.14141546183
87.0	91.1758394191	5.84189940162
88.0	87.0141799618	5.57905484233
89.0	83.2780784613	5.34718527003
90.0	79.9017697402	5.14176414415
91.0	76.8321168520	4.95915234701
92.0	74.0257192347	4.79639299236
93.0	71.4467790248	4.65105995606
94.0	69.0655058658	4.52114382535
95.0	66.8569073244	4.40496459169
96.0	64.7998628565	4.30110308931
97.0	62.8764062628	4.20834591899
98.0	61.0711660112	4.12563942240
99.0	59.3709255448	4.05204944578
100.0	57.7642760447	3.98672045966
