	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	4.55665705119	-3.69850716916
52.0	4.96735088577	-3.93378609966
53.0	5.42742554926	-4.19442473442
54.0	5.94578686675	-4.48497673643
55.0	6.53360190467	-4.81115279143
56.0	7.20506031922	-5.18021255487
57.0	7.97846357104	-5.60152686765
58.0	8.87781830294	-6.08740297747
59.0	9.93522624502	-6.65432746638
60.0	11.1945724490	-7.32489479847
61.0	12.7174051080	-8.13090340689
62.0	14.5926660597	-9.11852770708
63.0	16.9535030337	-10.3573711605
64.0	20.0078031232	-11.9572166592
65.0	24.0968993211	-14.1011558453
66.0	29.8157161642	-17.1165962968
67.0	38.2730052116	-21.6427121645
68.0	51.6520158267	-29.0680855995
69.0	73.9111844368	-42.7270282080
70.0	104.688152436	-69.6800683469
71.0	108.371340707	-108.726232565
72.0	81.0641389811	-136.292949184
73.0	59.6343599106	-150.286888253
74.0	46.5061112996	-157.863794456
75.0	38.1535977520	-162.467072409
76.0	32.4909906483	-165.527695537
77.0	28.4385473090	-167.701684645
78.0	25.4121486139	-169.323907325
79.0	23.0752036285	-170.581117569
80.0	21.2221797911	-171.585063431
81.0	19.7212192350	-172.406488242
82.0	18.4841487869	-173.092277204
83.0	17.4499150843	-173.674704629
84.0	16.5749767237	-174.176707887
85.0	15.8274894477	-174.615040314
86.0	15.1836546470	-175.002233249
87.0	14.6253514521	-175.347860128
88.0	14.1385571959	-175.659375813
89.0	13.7122677371	-175.942689306
90.0	13.3377430698	-176.202564134
91.0	13.0079698450	-176.442904678
92.0	12.7172723339	-176.666965716
93.0	12.4610264455	-176.877509151
94.0	12.2354470139	-177.076924244
95.0	12.0374281233	-177.267322550
96.0	11.8644224788	-177.450615534
97.0	11.7143501987	-177.628580856
98.0	11.5855302067	-177.802922022
99.0	11.4766295442	-177.975325566
100.0	11.3866275025	-178.147369147
