	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	2.24935134871	176.266937862
52.0	2.45252370466	176.034859753
53.0	2.68003998975	175.777752488
54.0	2.93626926947	175.491082385
55.0	3.22668753917	175.169160162
56.0	3.55825019688	174.804749146
57.0	3.93992488369	174.388503160
58.0	4.38347085483	173.908141494
59.0	4.90460797205	173.347206149
60.0	5.52482053132	172.683133487
61.0	6.27423280196	171.884158383
62.0	7.19636718822	170.904142400
63.0	8.35636458908	169.673521116
64.0	9.85591153455	168.082553892
65.0	11.8619351954	165.948195125
66.0	14.6653125323	162.943087211
67.0	18.8079744754	158.428110610
68.0	25.3564592987	151.014742716
69.0	36.2416897552	137.368737203
70.0	51.2665596814	110.429637116
71.0	52.9940323090	71.3984945234
72.0	39.5776962072	43.8479676073
73.0	29.0640653380	29.8714817109
74.0	22.6220473634	22.3133977358
75.0	18.5198845933	17.7304280835
76.0	15.7347495110	14.6917293321
77.0	13.7374307559	12.5414255695
78.0	12.2416867630	10.9448111139
79.0	11.0825721730	9.71531334891
80.0	10.1593459500	8.74138804909
81.0	9.40735045938	7.95252166918
82.0	8.78331718165	7.30208886244
83.0	8.25725096083	6.75811022576
84.0	7.80772279542	6.29798427133
85.0	7.41902051606	5.90534165019
86.0	7.07935895191	5.56809176164
87.0	6.77971860299	5.27716923706
88.0	6.51307011572	5.02570742514
89.0	6.27384323395	4.80848157027
90.0	6.05755451558	4.62152818148
91.0	5.86054098429	4.46188314765
92.0	5.67976564159	4.32740316367
93.0	5.51267276814	4.21664813758
94.0	5.35707817850	4.12881099182
95.0	5.21108431057	4.06368720328
96.0	5.07301294186	4.02168126672
97.0	4.94135060739	4.00385097849
98.0	4.81470279841	4.01199496980
99.0	4.69175423642	4.04879384236
100.0	4.57123275038	4.11801916876
