	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	54.6672845931	176.552111548
52.0	59.3748518339	176.325599747
53.0	64.6285725715	176.074022845
54.0	70.5258790080	175.792841815
55.0	77.1888918948	175.476361514
56.0	84.7727265324	175.117338820
57.0	93.4773741301	174.706420508
58.0	103.565078002	174.231318115
59.0	115.386392194	173.675565132
60.0	129.420385839	173.016588562
61.0	146.338719964	172.222612999
62.0	167.111647398	171.247488673
63.0	193.191083968	170.021638690
64.0	226.842896682	168.435308653
65.0	271.785296205	166.305437804
66.0	334.493811457	163.304651697
67.0	427.022285845	158.793812284
68.0	573.053809460	151.384376329
69.0	815.269612477	137.742074669
70.0	1147.89471648	110.806424916
71.0	1181.02843166	71.7784508794
72.0	877.892504526	44.2307791678
73.0	641.649994047	30.2567997228
74.0	497.072862111	22.7008340266
75.0	405.013911913	18.1195499990
76.0	342.479265507	15.0820542547
77.0	297.594060569	12.9324145261
78.0	263.941850175	11.3358613010
79.0	237.827708521	10.1057496383
80.0	216.996187561	9.13045301602
81.0	200.000449450	8.33936394783
82.0	185.872829143	7.68574958351
83.0	173.942973320	7.13750701983
84.0	163.732400243	6.67189231986
85.0	154.890700288	6.27237131942
86.0	147.155476368	5.92666181705
87.0	140.326361989	5.62547480372
88.0	134.247685214	5.36168136166
89.0	128.796606969	5.12974762032
90.0	123.874819599	4.92534385729
91.0	119.402621098	4.74506960578
92.0	115.314603751	4.58625853235
93.0	111.556465654	4.44683949680
94.0	108.082612905	4.32523878640
95.0	104.854328611	4.22031352453
96.0	101.838351906	4.13131030593
97.0	99.0057571293	4.05784551672
98.0	96.3310518307	3.99990625281
99.0	93.7914366700	3.95787262290
100.0	91.3661796712	3.93256136089
