	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	2.13992980116	-3.75542303862
52.0	2.33391069211	-3.98841128410
53.0	2.55121354774	-4.24650144791
54.0	2.79603145626	-4.53423526233
55.0	3.07362062858	-4.85731087945
56.0	3.39065823233	-5.22297478505
57.0	3.75575430972	-5.64058396931
58.0	4.18020059746	-6.12243110271
59.0	4.67909368880	-6.68498740319
60.0	5.27306828457	-7.35083115839
61.0	5.99106028262	-8.15174373196
62.0	6.87487917567	-9.13388156212
63.0	7.98710793216	-10.3668290557
64.0	9.42544929024	-11.9603490849
65.0	11.3503072804	-14.0975120324
66.0	14.0412270707	-17.1057030841
67.0	18.0191189343	-21.6240725280
68.0	24.3094658918	-29.0411774625
69.0	34.7703885793	-42.6913027599
70.0	49.2232481468	-69.6349485475
71.0	50.9237740528	-108.671111373
72.0	38.0650336890	-136.227187637
73.0	27.9795664639	-150.209813718
74.0	21.7999124467	-157.774698139
75.0	17.8661679629	-162.365207371
76.0	15.1970187783	-165.412274101
77.0	13.2845869350	-167.571875769
78.0	11.8541416444	-169.178833826
79.0	10.7473724828	-170.419853029
80.0	9.86760305626	-171.406628973
81.0	9.15280148005	-172.209849079
82.0	8.56147600914	-172.876338877
83.0	8.06488503722	-173.438309070
84.0	7.64251878669	-173.918629168
85.0	7.27936487859	-174.333980196
86.0	6.96419107462	-174.696816456
87.0	6.68843160741	-175.016629332
88.0	6.44544429039	-175.300786535
89.0	6.23000249815	-175.555104539
90.0	6.03794010446	-175.784248926
91.0	5.86589844152	-175.992020774
92.0	5.71114293025	-176.181566344
93.0	5.57142807267	-176.355534245
94.0	5.44489695148	-176.516196440
95.0	5.33000545063	-176.665544396
96.0	5.22546483016	-176.805368569
97.0	5.13019794533	-176.937327497
98.0	5.04330601663	-177.063011536
99.0	4.96404362714	-177.184005951
100.0	4.89180043727	-177.301808143
