Frequency	Amplitude	Phase Angle [deg]
50.0	0.00106266248425	-11.4300068470
51.0	0.00107262825926	-12.7340286941
52.0	0.00108646465407	-14.2153993184
53.0	0.00110442581595	-15.9059694785
54.0	0.00112678053128	-17.8446200529
55.0	0.00115378050857	-20.0788311627
56.0	0.00118560138539	-22.6663907933
57.0	0.00122223835028	-25.6769753459
58.0	0.00126333007227	-29.1929758409
59.0	0.00130787865105	-33.3082916439
60.0	0.00135384260646	-38.1227669781
61.0	0.00139763450723	-43.7286804449
62.0	0.00143370290569	-50.1852297671
63.0	0.00145463509875	-57.4799918983
64.0	0.00145240571141	-65.4865103476
65.0	0.00142100956848	-73.9429169790
66.0	0.0013594228264	-82.4816210745
67.0	0.00127271511345	-90.7133296490
68.0	0.00117015036267	-98.3235411572
69.0	0.00106168149759	-105.127853216
70.0	0.000955225319884	-111.069509628
71.0	0.000855738085825	-116.182124893
72.0	0.000765595519417	-120.547474778
73.0	0.000685420369431	-124.264121066
74.0	0.000614837656916	-127.429193422
75.0	0.000552998725953	-130.129920175
76.0	0.000498893139521	-132.440907474
77.0	0.000451513858657	-134.424296065
78.0	0.000409934090962	-136.131117537
79.0	0.000373335545116	-137.602987805
80.0	0.000341011977141	-138.873744392
81.0	0.000312361359613	-139.970877699
82.0	0.000286873719927	-140.916720377
83.0	0.000264118155271	-141.729409849
84.0	0.000243730633257	-142.423654564
85.0	0.000225403207456	-143.011338706
86.0	0.000208874793329	-143.501996485
87.0	0.000193923419664	-143.903181491
88.0	0.00018035979493	-144.220753365
89.0	0.000168021990314	-144.459097712
90.0	0.000156771064308	-144.621293044
91.0	0.000146487463772	-144.709235415
92.0	0.000137068066214	-144.723728637
93.0	0.000128423750044	-144.664548491
94.0	0.000120477398639	-144.530486665
95.0	0.000113162264159	-144.319382182
96.0	0.000106420629835	-144.028147276
97.0	0.000100202723227	-143.652798703
98.0	9.44658385606e-05	-143.188506811
99.0	8.91736397439e-05	-142.629680351
100.0	8.42956124737e-05	-141.969991422
