Frequency	Amplitude	Phase Angle [deg]
50.0	0.000861439458944	-9.15570449771
51.0	0.000861062380089	-10.2900001802
52.0	0.000863413614005	-11.5908231255
53.0	0.000868590913889	-13.0893178809
54.0	0.000876690724311	-14.8236000896
55.0	0.000887782663907	-16.8403194371
56.0	0.000901864901304	-19.1963613426
57.0	0.000918788635661	-21.9604195874
58.0	0.00093813526827	-25.2138139330
59.0	0.000959027701669	-29.0492737572
60.0	0.000979866703283	-33.5653637552
61.0	0.000998024620855	-38.8529604461
62.0	0.00100963110897	-44.9697233606
63.0	0.00100974988939	-51.9015384309
64.0	0.00099333820208	-59.5200878988
65.0	0.00095706551752	-67.5614510394
66.0	0.000901183861089	-75.6557704922
67.0	0.000829995108738	-83.4112460635
68.0	0.000750300800862	-90.5105989077
69.0	0.000668950628803	-96.7663457640
70.0	0.000591100633352	-102.118308306
71.0	0.000519751137903	-106.596295501
72.0	0.0004561318478	-110.277846657
73.0	0.000400329102204	-113.256804085
74.0	0.000351818945332	-115.625037260
75.0	0.000309820190362	-117.463911183
76.0	0.00027349512348	-118.841499122
77.0	0.000242049525601	-119.812670821
78.0	0.000214774406135	-120.420380445
79.0	0.000191057038946	-120.697297882
80.0	0.000170377312475	-120.667396596
81.0	0.000152298019248	-120.347359439
82.0	0.000136453444091	-119.747783354
83.0	0.000122538287381	-118.874220605
84.0	0.000110297753756	-117.728118209
85.0	9.95190400425e-05	-116.307731337
86.0	9.00241718297e-05	-114.609091949
87.0	8.16640287027e-05	-112.627115656
88.0	7.43133535668e-05	-110.356925058
89.0	6.78665516326e-05	-107.795446130
90.0	6.22340983369e-05	-104.943290462
91.0	5.73394110697e-05	-101.806854225
92.0	5.3116075735e-05	-98.4004525481
93.0	4.95053728963e-05	-94.7481661598
94.0	4.64540994631e-05	-90.8849645387
95.0	4.39127361772e-05	-86.8566399622
96.0	4.18340438647e-05	-82.7182177302
97.0	4.01721688153e-05	-78.5308198294
98.0	3.88822922105e-05	-74.3573720151
99.0	3.79207785398e-05	-70.2579053599
100.0	3.72456955375e-05	-66.2852765138
