Frequency	Amplitude	Phase Angle [deg]
50.0	0.000846841535951	-8.98273430847
51.0	0.000845804444426	-10.1033937189
52.0	0.000847424917693	-11.3896074529
53.0	0.000851791474651	-12.8724440257
54.0	0.000858990571735	-14.5899354454
55.0	0.000869081583877	-16.5886392601
56.0	0.000882053225109	-18.9253393326
57.0	0.000897750055826	-21.6686170497
58.0	0.000915753262218	-24.8996678288
59.0	0.000935197998648	-28.7110830501
60.0	0.000954519020892	-33.2012741877
61.0	0.000971156712714	-38.4609472663
62.0	0.000981354918725	-44.5475715952
63.0	0.000980340409397	-51.4468210851
64.0	0.000963260817766	-59.0301406317
65.0	0.000926948584508	-67.0333440123
66.0	0.000871721581655	-75.0862761181
67.0	0.000801813293469	-82.7968026949
68.0	0.000723850999838	-89.8472696429
69.0	0.000644475714337	-96.0497719946
70.0	0.000568663615244	-101.343657304
71.0	0.000499291502491	-105.758201629
72.0	0.000437519802964	-109.370345658
73.0	0.000383405274119	-112.273260356
74.0	0.000336418932343	-114.558063963
75.0	0.000295787815201	-116.305284057
76.0	0.000260688504356	-117.582065292
77.0	0.000230343043342	-118.442255337
78.0	0.000204058529733	-118.927695946
79.0	0.000181237153367	-119.069863980
80.0	0.000161372174158	-118.891481523
81.0	0.000144038158685	-118.407960828
82.0	0.000128879663395	-117.628673215
83.0	0.000115600305549	-116.558088046
84.0	0.000103953005302	-115.196855680
85.0	9.37316025416e-05	-113.542920060
86.0	8.47637876697e-05	-111.592752551
87.0	7.69051747481e-05	-109.342788914
88.0	7.00343140874e-05	-106.791133277
89.0	6.40484502423e-05	-103.939540316
90.0	5.88598572838e-05	-100.795604114
91.0	5.43926287806e-05	-97.3749598371
92.0	5.0579851369e-05	-93.7031611721
93.0	4.7361152907e-05	-89.8167790122
94.0	4.46806687829e-05	-85.7632458732
95.0	4.24855059762e-05	-81.5991212523
96.0	4.07247751804e-05	-77.3867814048
97.0	3.93492111631e-05	-73.1899733262
98.0	3.83113161477e-05	-69.0690238597
99.0	3.75658777425e-05	-65.0766128006
100.0	3.7070665289e-05	-61.2547736275
