Frequency	Amplitude	Phase Angle [deg]
50.0	5.55353716048e-05	158.213330733
51.0	5.85787353384e-05	156.681934386
52.0	6.19649107885e-05	154.971282711
53.0	6.57420782539e-05	153.049398218
54.0	6.99638230829e-05	150.877264382
55.0	7.46875597812e-05	148.407255864
56.0	7.9970634487e-05	145.581428910
57.0	8.58622500915e-05	142.329940213
58.0	9.23882715556e-05	138.570219317
59.0	9.95247782659e-05	134.208174346
60.0	0.000107155980736	129.143753629
61.0	0.000115015743168	123.284455550
62.0	0.000122625048524	116.570841683
63.0	0.000129265021684	109.015075594
64.0	0.000134054637491	100.743333262
65.0	0.000136184293968	92.0171795286
66.0	0.0001352380482	83.2038765867
67.0	0.000131394401533	74.6923612482
68.0	0.00012533845373	66.7967483126
69.0	0.000117960913461	59.7010197141
70.0	0.000110068630961	53.4614738853
71.0	0.000102242966333	48.0439971487
72.0	9.48322477873e-05	43.3662687925
73.0	8.80065900595e-05	39.3291310474
74.0	8.18211865164e-05	35.8348014937
75.0	7.62658821196e-05	32.7953356596
76.0	7.1297840741e-05	30.1353406289
77.0	6.68609460021e-05	27.7918096476
78.0	6.28964349238e-05	25.7127565254
79.0	5.93482501237e-05	23.8555112084
80.0	5.61653978963e-05	22.1850700995
81.0	5.33026946259e-05	20.6726509838
82.0	5.07206968013e-05	19.2944874116
83.0	4.83852537768e-05	18.0308481315
84.0	4.62669191976e-05	16.865250106
85.0	4.43403416024e-05	15.7838300971
86.0	4.25836910233e-05	14.7748440203
87.0	4.09781459631e-05	13.8282668931
88.0	3.95074461502e-05	12.9354724720
89.0	3.81575093783e-05	12.0889747324
90.0	3.69161060107e-05	11.2822184823
91.0	3.57725835161e-05	10.5094079562
92.0	3.47176343673e-05	9.76536548271
93.0	3.37431000174e-05	9.04541352071
94.0	3.28418049599e-05	8.34527533178
95.0	3.20074158996e-05	7.66098991542
96.0	3.12343216848e-05	6.98883825758
97.0	3.05175294806e-05	6.32527861026
98.0	2.98525751297e-05	5.66688841612
99.0	2.92354434682e-05	5.01031209169
100.0	2.86624972361e-05	4.35220962383
