Frequency	Amplitude	Phase Angle [deg]
50.0	2.59134067116e-05	-19.7858518089
51.0	2.7167720671e-05	-21.2469862642
52.0	2.855936606e-05	-22.8850206628
53.0	3.01068639574e-05	-24.7318118007
54.0	3.18304990398e-05	-26.8262474784
55.0	3.37514966511e-05	-29.2158157271
56.0	3.58901828538e-05	-31.9583134148
57.0	3.82623535242e-05	-35.1234266958
58.0	4.08726492263e-05	-38.7935574377
59.0	4.37032945009e-05	-43.0626166444
60.0	4.66965730546e-05	-48.0304612330
61.0	4.97311139248e-05	-53.7893834818
62.0	5.25977293164e-05	-60.3985956664
63.0	5.49918287511e-05	-67.8456900606
64.0	5.65507609466e-05	-76.0042264233
65.0	5.69548645755e-05	-84.6123535324
66.0	5.60602522676e-05	-93.3024982840
67.0	5.39744019853e-05	-101.685385759
68.0	5.10093469122e-05	-109.446532829
69.0	4.75504505814e-05	-116.401555656
70.0	4.393641433e-05	-122.493716504
71.0	4.04044442437e-05	-127.756647869
72.0	3.70913786541e-05	-132.272142527
73.0	3.40593394588e-05	-136.138778104
74.0	3.13234674444e-05	-139.453698038
75.0	2.88730184212e-05	-142.304141804
76.0	2.66849594928e-05	-144.764722920
77.0	2.47318635665e-05	-146.897584964
78.0	2.29861156614e-05	-148.753756071
79.0	2.1421938477e-05	-150.374840876
80.0	2.00162078244e-05	-151.794655850
81.0	1.87486334958e-05	-153.040657770
82.0	1.76016311662e-05	-154.135130362
83.0	1.6560062053e-05	-155.096142610
84.0	1.56109328076e-05	-155.938310849
85.0	1.47431008224e-05	-156.673397526
86.0	1.39470055092e-05	-157.310778577
87.0	1.3214432797e-05	-157.857804663
88.0	1.25383133529e-05	-158.320077166
89.0	1.19125523739e-05	-158.701655839
90.0	1.13318875915e-05	-159.005210617
91.0	1.07917715289e-05	-159.232127689
92.0	1.02882750777e-05	-159.382578035
93.0	9.81800901589e-06	-159.455555213
94.0	9.37806149147e-06	-159.448888859
95.0	8.96594929427e-06	-159.359240395
96.0	8.57958151789e-06	-159.182089594
97.0	8.21723476029e-06	-158.911723203
98.0	7.87753890657e-06	-158.541241350
99.0	7.55947334299e-06	-158.062605473
100.0	7.26237296824e-06	-157.466628324
