	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.0280463762133	51.8574987783
51.0	0.0307673532999	60.2983439775
52.0	0.0348781205149	68.5073857329
53.0	0.0407390037076	75.8832266071
54.0	0.0487042919121	82.0056893634
55.0	0.0591430143011	86.6830682865
56.0	0.0724698037208	89.8919471429
57.0	0.0891666419329	91.6889590416
58.0	0.109781555562	92.1453713431
59.0	0.134889193535	91.3140055569
60.0	0.164989493653	89.2214824259
61.0	0.200313221776	85.8792946090
62.0	0.240517917908	81.3114111001
63.0	0.28433066685	75.5962506215
64.0	0.32934304288	68.9125149407
65.0	0.372283812624	61.5635060984
66.0	0.409915659451	53.9498057154
67.0	0.440147942298	46.4871061820
68.0	0.462609630161	39.5111439313
69.0	0.478362666634	33.2234855258
70.0	0.489150637535	27.6948186616
71.0	0.496737753385	22.9028712519
72.0	0.50256944014	18.7751166406
73.0	0.507695990739	15.2205324056
74.0	0.51282575519	12.1481164830
75.0	0.518413700407	9.47558835999
76.0	0.524742425519	7.13229120572
77.0	0.531983516868	5.0591761669
78.0	0.540240030599	3.20755581191
79.0	0.549574521755	1.53749524299
80.0	0.560027064016	0.0162385608934
81.0	0.571626653193	-1.38317521351
82.0	0.584398380134	-2.68306908260
83.0	0.598367933397	-3.90207007496
84.0	0.61356445049	-5.05586631123
85.0	0.630022355421	-6.15781230396
86.0	0.647782590354	-7.21941284097
87.0	0.666893489917	-8.25071146305
88.0	0.687411471034	-9.26060413010
89.0	0.70940162255	-10.2570952684
90.0	0.732938272605	-11.2475089264
91.0	0.758105557235	-12.2386658700
92.0	0.784998012679	-13.2370345426
93.0	0.813721207214	-14.2488623974
94.0	0.844392388392	-15.2802930347
95.0	0.877141145894	-16.3374728886
96.0	0.912110046631	-17.4266513315
97.0	0.949455200244	-18.5542764284
98.0	0.98934667103	-19.7270890634
99.0	1.03196864813	-20.9522164252
100.0	1.07751920541	-22.2372479733
