	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	1.71383853220	154.406852770
51.0	1.90337297804	152.778315079
52.0	2.11863525104	150.968743652
53.0	2.36393395067	148.946061471
54.0	2.64431846158	146.671146473
55.0	2.96561442998	144.096261245
56.0	3.33435321505	141.163343163
57.0	3.75747869878	137.802422590
58.0	4.24162742950	133.930794823
59.0	4.79165775780	129.454224972
60.0	5.40799486674	124.272509381
61.0	6.08243387372	118.292984210
62.0	6.79270581385	111.456038182
63.0	7.49789629985	103.773650304
64.0	8.13943236380	95.3717995817
65.0	8.65286309981	86.5118401522
66.0	8.98930889339	77.5608087970
67.0	9.13440335528	68.9074009429
68.0	9.11070525166	60.8654727265
69.0	8.96325091639	53.6187284599
70.0	8.74083826938	47.2231685572
71.0	8.48387413447	41.6443589087
72.0	8.22060954523	36.7996341668
73.0	7.96843552610	32.5894652097
74.0	7.73682831036	28.9156693365
75.0	7.53013842648	25.6898700200
76.0	7.34966305110	22.8362074330
77.0	7.19501431016	20.2911698638
78.0	7.06496178110	18.0022241649
79.0	6.95792607049	15.9261072976
80.0	6.87225547675	14.0271720005
81.0	6.80637298020	12.2759363599
82.0	6.75884806919	10.6478726065
83.0	6.72842627006	9.12241989164
84.0	6.71403567311	7.68219001743
85.0	6.71478169073	6.31233095597
86.0	6.72993643553	5.00001682647
87.0	6.75892622816	3.73403767118
88.0	6.80131919151	2.50446719433
89.0	6.85681377512	1.30239138445
90.0	6.92522871902	0.119684078694
91.0	7.00649456914	-1.05118109268
92.0	7.10064650319	-2.21729101583
93.0	7.20781851961	-3.38543233304
94.0	7.32823859944	-4.56221501830
95.0	7.46222451935	-5.75418464897
96.0	7.61018003786	-6.96792677932
97.0	7.77259091529	-8.21016646290
98.0	7.95002017564	-9.48786493565
99.0	8.14310195477	-10.8083152918
100.0	8.35253274903	-12.1792281665
