	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.037197383983	29.6651833831
51.0	0.0384448976266	35.6581196413
52.0	0.0404561090725	42.4951619404
53.0	0.0436516181473	49.9103491417
54.0	0.0485355549625	57.4282615825
55.0	0.0556558626486	64.4570908925
56.0	0.0655687570496	70.4533519873
57.0	0.0788286609211	75.0465304246
58.0	0.0959952241602	78.0565470566
59.0	0.117623123332	79.4362607652
60.0	0.144193770487	79.2045673958
61.0	0.175952223534	77.4081329721
62.0	0.212631906305	74.1195984378
63.0	0.253116758775	69.4654116930
64.0	0.295228070928	63.6662325268
65.0	0.335941971737	57.0600197852
66.0	0.372192525522	50.0752135247
67.0	0.401907257269	43.1496251270
68.0	0.424577444701	36.6364813503
69.0	0.441039739237	30.7511888218
70.0	0.452806880991	25.5754263039
71.0	0.461456927166	21.0956962664
72.0	0.468306892909	17.2465216037
73.0	0.47432816785	13.9425828105
74.0	0.48018528686	11.0975250309
75.0	0.486311491178	8.63288308199
76.0	0.492980317383	6.48115644280
77.0	0.500360811547	4.58592766098
78.0	0.508556263745	2.90072042660
79.0	0.517630055935	1.38747267000
80.0	0.527622439721	0.0150279234707
81.0	0.538561261986	-1.24219722601
82.0	0.550468771955	-2.40532882074
83.0	0.563365925413	-3.49194428915
84.0	0.577275122574	-4.51680244341
85.0	0.592221958636	-5.49242669224
86.0	0.608236378727	-6.42957065350
87.0	0.625353461547	-7.33759138476
88.0	0.643613989147	-8.22475035424
89.0	0.663064899899	-9.09845845235
90.0	0.683759671751	-9.96547797132
91.0	0.705758681442	-10.8320914197
92.0	0.729129549289	-11.7042452807
93.0	0.753947469313	-12.5876749348
94.0	0.780295532167	-13.4880157596
95.0	0.808265006737	-14.4109043433
96.0	0.837955560058	-15.3620732541
97.0	0.869475356305	-16.3474418854
98.0	0.902940990339	-17.3732052579
99.0	0.938477132875	-18.4459227590
100.0	0.976215783805	-19.5725909231
