	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	45.7992670810	-0.117665970027
51.0	45.8253177309	-0.13569142648
52.0	45.8530379528	-0.15717501255
53.0	45.8824266326	-0.18293863657
54.0	45.9133790179	-0.214018783869
55.0	45.9456127629	-0.251711905551
56.0	45.9785501701	-0.297611250619
57.0	46.0111377446	-0.353608647669
58.0	46.0415825703	-0.421805431787
59.0	46.0670034085	-0.504227156769
60.0	46.0830545696	-0.602171257538
61.0	46.0837347702	-0.714983131059
62.0	46.0618553132	-0.83820835242
63.0	46.0108625512	-0.961683177059
64.0	45.9283152124	-1.06926284535
65.0	45.8196409669	-1.14245553989
66.0	45.6988023543	-1.16794313278
67.0	45.5836282224	-1.14423477032
68.0	45.4885836440	-1.08173968864
69.0	45.4204517630	-0.996566669543
70.0	45.3789104891	-0.903670457894
71.0	45.3596579517	-0.813405697612
72.0	45.3572969161	-0.731386460572
73.0	45.3669430195	-0.659807535844
74.0	45.3847771245	-0.598865644303
75.0	45.4080427289	-0.547783820597
76.0	45.4348441268	-0.505420718384
77.0	45.4639194882	-0.470587806731
78.0	45.4944507635	-0.442193543321
79.0	45.5259222402	-0.419295429444
80.0	45.5580206625	-0.40110732572
81.0	45.5905678268	-0.38698742048
82.0	45.6234745181	-0.376419626744
83.0	45.6567103238	-0.368994356873
84.0	45.6902834783	-0.364391181387
85.0	45.7242274171	-0.362364195597
86.0	45.7585919718	-0.362730140687
87.0	45.7934373665	-0.365359043704
88.0	45.8288302996	-0.370167010894
89.0	45.8648411688	-0.37711085941
90.0	45.9015422349	-0.386184277151
91.0	45.9390059421	-0.397415280506
92.0	45.9773037229	-0.410864776729
93.0	46.0165049153	-0.426626093024
94.0	46.0566750633	-0.444825366395
95.0	46.0978744623	-0.465622714141
96.0	46.1401559897	-0.489214129784
97.0	46.1835623909	-0.515834046558
98.0	46.2281223564	-0.54575852165
99.0	46.2738465657	-0.579308935616
100.0	46.3207207422	-0.61685558171
