	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	1.31430231237	157.568119932
51.0	1.44494755321	156.039722350
52.0	1.59185754433	154.333539053
53.0	1.75759618593	152.417691396
54.0	1.94512719504	150.253269265
55.0	2.15780799044	147.792762091
56.0	2.39930495328	144.978349696
57.0	2.67335309277	141.740322348
58.0	2.98322940949	137.996253891
59.0	3.33073933665	133.652208576
60.0	3.71446311332	128.608303973
61.0	4.12708987585	122.772221716
62.0	4.5521371533	116.084722834
63.0	4.96151635621	108.558187232
64.0	5.31698009626	100.319026856
65.0	5.57849282812	91.6290634190
66.0	5.71815870443	82.8558396675
67.0	5.73146866881	74.3885990118
68.0	5.63731806167	66.5417917976
69.0	5.46758540143	59.4997678162
70.0	5.25487836143	53.3192292544
71.0	5.02514436093	47.9665062645
72.0	4.79582188652	43.3597669422
73.0	4.57710817641	39.4003924155
74.0	4.37409928512	35.9911955140
75.0	4.18869165404	33.0448904047
76.0	4.02094510151	30.4868138955
77.0	3.86995697037	28.2547693475
78.0	3.73438488556	26.2976712558
79.0	3.61274266032	24.5738527490
80.0	3.50355858866	23.0494296259
81.0	3.40545354061	21.6968705726
82.0	3.31717392423	20.4938098217
83.0	3.23760018746	19.4220870351
84.0	3.16574278127	18.4669839316
85.0	3.10073230127	17.6166232544
86.0	3.04180753868	16.8614991639
87.0	2.98830342313	16.1941132976
88.0	2.93963988872	15.6086950803
89.0	2.89531218727	15.1009902844
90.0	2.85488279904	14.6681044591
91.0	2.81797513135	14.3083912920
92.0	2.78426898104	14.0213775209
93.0	2.75349785076	13.8077180629
94.0	2.72544824080	13.6691744274
95.0	2.69996107839	13.6086105165
96.0	2.67693554877	13.6299976964
97.0	2.65633571580	13.7384192706
98.0	2.63820039309	13.9400602011
99.0	2.62265687848	14.2421615753
100.0	2.60993924608	14.6528988224
