Frequency	Amplitude	Phase Angle [deg]
51.0	3.27759636115e-07	-7.51311602082
52.0	3.66052116328e-07	-7.95158974594
53.0	4.11144743968e-07	-8.45721520152
54.0	4.64870264047e-07	-9.04770834559
55.0	5.29769520468e-07	-9.74765682796
56.0	6.09464934056e-07	-10.5921924143
57.0	7.09294314071e-07	-11.6332765973
58.0	8.37439674107e-07	-12.9510307934
59.0	1.00705467242e-06	-14.6754727466
60.0	1.24054696628e-06	-17.0315046126
61.0	1.57885469867e-06	-20.4411080792
62.0	2.10292477052e-06	-25.7830789984
63.0	2.98207295848e-06	-35.1358700688
64.0	4.49706663766e-06	-53.8877824605
65.0	5.99594893294e-06	-90.6494750067
66.0	5.03291467059e-06	-129.027934401
67.0	3.59346868369e-06	-149.228363724
68.0	2.71498650806e-06	-159.195928738
69.0	2.18764333075e-06	-164.823160855
70.0	1.84787210425e-06	-168.389206196
71.0	1.61460572909e-06	-170.845374288
72.0	1.44648197387e-06	-172.643186810
73.0	1.32081467355e-06	-174.021129767
74.0	1.22429027283e-06	-175.116136620
75.0	1.1486387063e-06	-176.012164398
76.0	1.08847670978e-06	-176.763468485
77.0	1.04016261914e-06	-177.406652490
78.0	1.00115349248e-06	-177.967316260
79.0	9.69626555077e-07	-178.463922478
80.0	9.44247013838e-07	-178.910148077
81.0	9.24020545241e-07	-179.316369640
82.0	9.08196730065e-07	-179.690633301
83.0	8.96204180072e-07	179.960997345
84.0	8.87606001498e-07	179.632775036
85.0	8.82068670586e-07	179.320775330
86.0	8.79339986969e-07	179.021450374
87.0	8.79233318016e-07	178.731762995
88.0	8.81616333828e-07	178.449058101
89.0	8.86403011175e-07	178.170962969
90.0	8.93548113032e-07	177.895307738
91.0	9.03043606842e-07	177.620059961
92.0	9.1491667034e-07	177.343268672
93.0	9.29229079883e-07	177.063014455
94.0	9.46077867966e-07	176.777362718
95.0	9.65597246546e-07	176.484317667
96.0	9.87961862242e-07	176.181774700
97.0	1.01339154224e-06	175.867468789
98.0	1.0421577927e-06	175.538916167
99.0	1.07459243813e-06	175.193346178
100.0	1.1110989471e-06	174.827471567
