Frequency	Amplitude	Phase Angle [deg]
51.0	1.86049067179e-05	176.674809761
52.0	1.94320624637e-05	176.358100566
53.0	2.03883642927e-05	175.983811894
54.0	2.15073406212e-05	175.535368422
55.0	2.28353006229e-05	174.989514205
56.0	2.44379988144e-05	174.312682730
57.0	2.64118845519e-05	173.454765536
58.0	2.89040003517e-05	172.337851871
59.0	3.21491432823e-05	170.834583300
60.0	3.65437125834e-05	168.723285863
61.0	4.28025268681e-05	165.585935794
62.0	5.23089307781e-05	160.548643256
63.0	6.78294755193e-05	151.539111220
64.0	9.31738528972e-05	133.176867722
65.0	0.00011265616916	96.8613649196
66.0	8.53127634383e-05	58.9989016371
67.0	5.46257176906e-05	39.4020799022
68.0	3.67504806988e-05	30.1501451500
69.0	2.6146283359e-05	25.3849327153
70.0	1.93015781688e-05	22.8772107064
71.0	1.45543082716e-05	21.7509084906
72.0	1.10752182477e-05	21.6731217876
73.0	8.41667976863e-06	22.6029340485
74.0	6.32104747163e-06	24.7556473204
75.0	4.63523205879e-06	28.7302840962
76.0	3.27423671562e-06	35.9324928356
77.0	2.21927366027e-06	49.6835698258
78.0	1.56331473342e-06	76.1936997741
79.0	1.49777167236e-06	112.397955413
80.0	1.91354427952e-06	137.931080679
81.0	2.5036068294e-06	151.274836429
82.0	3.12718970914e-06	158.556087211
83.0	3.74295015008e-06	162.931314832
84.0	4.34044857536e-06	165.772918584
85.0	4.91888811544e-06	167.725754432
86.0	5.48068048461e-06	169.123277696
87.0	6.02929148846e-06	170.152533049
88.0	6.56846813685e-06	170.925518630
89.0	7.10196411013e-06	171.512878903
90.0	7.63346078615e-06	171.961063024
91.0	8.16656979869e-06	172.301635221
92.0	8.70487151709e-06	172.556601312
93.0	9.25197061355e-06	172.741593251
94.0	9.81156164385e-06	172.867843780
95.0	1.03875025705e-05	172.943447223
96.0	1.09838972325e-05	172.974182375
97.0	1.16051891107e-05	172.964056240
98.0	1.22562703556e-05	172.915662947
99.0	1.29426115121e-05	172.830414648
100.0	1.36704189396e-05	172.708532599
