Frequency	Amplitude	Phase Angle [deg]
51.0	1.26563560142e-06	-179.101928519
52.0	1.24101575964e-06	-178.838883432
53.0	1.21182703317e-06	-178.490659585
54.0	1.17689377518e-06	-178.018352661
55.0	1.13463544394e-06	-177.358142940
56.0	1.08290237303e-06	-176.399432171
57.0	1.0187653528e-06	-174.936996911
58.0	9.38349963231e-07	-172.555576214
59.0	8.3727690559e-07	-168.317210967
60.0	7.14850927013e-07	-159.813973470
61.0	6.0018008124e-07	-140.606031073
62.0	6.62740031593e-07	-104.891550909
63.0	1.2327519327e-06	-79.8695830183
64.0	2.61003459942e-06	-81.9518543737
65.0	4.55736126921e-06	-110.311794054
66.0	4.7120083687e-06	-143.819001963
67.0	3.96693174373e-06	-160.873835848
68.0	3.42494193003e-06	-168.648308327
69.0	3.08120595858e-06	-172.658508344
70.0	2.85462414189e-06	-174.980605678
71.0	2.69764771996e-06	-176.447453073
72.0	2.58435701799e-06	-177.437004316
73.0	2.50001899793e-06	-178.139718329
74.0	2.43579272578e-06	-178.659867991
75.0	2.38610276447e-06	-179.058429686
76.0	2.34728024334e-06	-179.373014336
77.0	2.31682295225e-06	-179.627865246
78.0	2.2929724895e-06	-179.839199714
79.0	2.27446192535e-06	179.982086736
80.0	2.26035939608e-06	179.827432488
81.0	2.24996792054e-06	179.691350325
82.0	2.24275933459e-06	179.569525347
83.0	2.23832963709e-06	179.458672258
84.0	2.23636816252e-06	179.356236471
85.0	2.23663588887e-06	179.260189239
86.0	2.23894997812e-06	179.168883995
87.0	2.24317261321e-06	179.080953312
88.0	2.24920291957e-06	178.995233283
89.0	2.25697109683e-06	178.910706598
90.0	2.26643423023e-06	178.826458468
91.0	2.27757338265e-06	178.741641291
92.0	2.290391696e-06	178.655445148
93.0	2.30491335893e-06	178.567071944
94.0	2.32118331628e-06	178.475711441
95.0	2.33926767753e-06	178.380517708
96.0	2.35925483123e-06	178.280584597
97.0	2.38125728599e-06	178.174918801
98.0	2.40541435232e-06	178.062408879
99.0	2.43189578097e-06	177.941788294
100.0	2.46090658909e-06	177.811439714
