Frequency	Amplitude	Phase Angle [deg]
51.0	1.7514559311e-06	179.690682558
52.0	1.74834895316e-06	179.733982200
53.0	1.7438032168e-06	179.793546210
54.0	1.73739587232e-06	179.875886040
55.0	1.72854681422e-06	179.991019338
56.0	1.71644232299e-06	-179.845330914
57.0	1.69991277833e-06	-179.605682973
58.0	1.67723359854e-06	-179.242632689
59.0	1.64580387773e-06	-178.665296126
60.0	1.60167740499e-06	-177.684573340
61.0	1.53925189588e-06	-175.861238604
62.0	1.45408109976e-06	-172.037515653
63.0	1.3724154794e-06	-162.979671758
64.0	1.54496552281e-06	-145.192875650
65.0	2.45274190303e-06	-143.064190727
66.0	2.90822602416e-06	-160.945960078
67.0	2.7720933939e-06	-171.106932936
68.0	2.61985272338e-06	-175.444788723
69.0	2.51797569622e-06	-177.526256972
70.0	2.45220639883e-06	-178.665316338
71.0	2.40942474389e-06	-179.357072351
72.0	2.38165294328e-06	-179.812817010
73.0	2.36414507083e-06	179.866872721
74.0	2.35399032547e-06	179.628648546
75.0	2.34933549518e-06	179.443155813
76.0	2.34895985381e-06	179.292692036
77.0	2.35203635133e-06	179.166152453
78.0	2.35799246833e-06	179.056268225
79.0	2.36642616824e-06	178.958099758
80.0	2.37705345646e-06	178.868174025
81.0	2.38967468512e-06	178.783969587
82.0	2.40415238582e-06	178.703597656
83.0	2.42039643407e-06	178.625597990
84.0	2.43835395506e-06	178.548804170
85.0	2.45800246634e-06	178.472252046
86.0	2.47934524064e-06	178.395115617
87.0	2.502408269e-06	178.316660632
88.0	2.52723841328e-06	178.236209772
89.0	2.55390249994e-06	178.153115359
90.0	2.5824871952e-06	178.066736865
91.0	2.61309955009e-06	177.976421232
92.0	2.64586819772e-06	177.881484542
93.0	2.68094521991e-06	177.781193874
94.0	2.71850869375e-06	177.674748203
95.0	2.75876606107e-06	177.561257342
96.0	2.80195840852e-06	177.439717714
97.0	2.84836588758e-06	177.308983635
98.0	2.898314536e-06	177.167732390
99.0	2.95218484884e-06	177.014420917
100.0	3.01042258585e-06	176.847081769
