Frequency	Amplitude	Phase Angle [deg]
51.0	3.24059100192e-07	-7.65591412345
52.0	3.62561979484e-07	-8.08299101208
53.0	4.07882602239e-07	-8.57766444196
54.0	4.61857243225e-07	-9.15762627946
55.0	5.27031579283e-07	-9.84744190685
56.0	6.07034857795e-07	-10.6822224986
57.0	7.07214886538e-07	-11.7139105046
58.0	8.35768957893e-07	-13.0226097067
59.0	1.00587530403e-06	-14.7383215962
60.0	1.23998362841e-06	-17.0859333040
61.0	1.57910965397e-06	-20.4874126226
62.0	2.10435656365e-06	-25.8215426390
63.0	2.9853799701e-06	-35.1667642219
64.0	4.50358955077e-06	-53.9113677889
65.0	6.0062011434e-06	-90.6660020914
66.0	5.04243350007e-06	-129.037644781
67.0	3.60065160039e-06	-149.231490518
68.0	2.72051525939e-06	-159.192697509
69.0	2.19203497617e-06	-164.813790265
70.0	1.85141198792e-06	-168.373908626
71.0	1.61745430084e-06	-170.824356563
72.0	1.44873337591e-06	-172.616650759
73.0	1.32252561482e-06	-173.989272860
74.0	1.22549485213e-06	-175.079152528
75.0	1.14935648987e-06	-175.970243585
76.0	1.08871736791e-06	-176.716798745
77.0	1.03992872288e-06	-177.355419548
78.0	1.00044224038e-06	-177.911704304
79.0	9.68430882626e-07	-178.404114748
80.0	9.42556301386e-07	-178.846327433
81.0	9.21821075184e-07	-179.248719165
82.0	9.05471965892e-07	-179.619336913
83.0	8.92934923505e-07	-179.964549826
84.0	8.83770456858e-07	179.710804921
85.0	8.77642437964e-07	179.401887790
86.0	8.74295990947e-07	179.105451389
87.0	8.73541688126e-07	178.818454117
88.0	8.75244230372e-07	178.538235585
89.0	8.79314399062e-07	178.262416811
90.0	8.85703488588e-07	177.988820655
91.0	8.94399661635e-07	177.715406255
92.0	9.054258943e-07	177.440212982
93.0	9.18839285745e-07	177.161310374
94.0	9.34731635054e-07	176.876751260
95.0	9.53231261483e-07	176.584525571
96.0	9.74506133285e-07	176.282512500
97.0	9.98768469206e-07	175.968428659
98.0	1.02628105576e-06	175.639769505
99.0	1.05736565876e-06	175.293740845
100.0	1.092414073e-06	174.927028677
