Frequency	Amplitude	Phase Angle [deg]
51.0	2.16502595049e-06	165.853233294
52.0	2.6500409453e-06	166.305484717
53.0	3.22179213311e-06	166.511789723
54.0	3.90350101161e-06	166.503820449
55.0	4.72742601857e-06	166.289811792
56.0	5.73961415838e-06	165.857284305
57.0	7.00798393819e-06	165.170409385
58.0	8.6367456717e-06	164.160865431
59.0	1.07936278167e-05	162.707464651
60.0	1.37648095654e-05	160.592044869
61.0	1.807433265e-05	157.397859616
62.0	2.47622853921e-05	152.250242794
63.0	3.60208016175e-05	143.074044975
64.0	5.5586647476e-05	124.483640545
65.0	7.56733260495e-05	87.8705629421
66.0	6.47249493144e-05	49.6296408738
67.0	4.70035906049e-05	29.5571896876
68.0	3.6058875216e-05	19.7093256675
69.0	2.94555410463e-05	14.1946096586
70.0	2.51869979189e-05	10.7348344130
71.0	2.22482774832e-05	8.37950439084
72.0	2.01241679283e-05	6.67780981718
73.0	1.8531265999e-05	5.39189282489
74.0	1.73029021304e-05	4.38537918094
75.0	1.63353586052e-05	3.57481442702
76.0	1.55610018146e-05	2.90639930683
77.0	1.49339873752e-05	2.34394839187
78.0	1.44222228396e-05	1.86224946121
79.0	1.40026288894e-05	1.44320318336
80.0	1.36582289365e-05	1.07347732077
81.0	1.33762975354e-05	0.743026332595
82.0	1.31471460955e-05	0.444126080574
83.0	1.29633050601e-05	0.170726163609
84.0	1.28189603942e-05	-0.081995814598
85.0	1.27095574731e-05	-0.317948124223
86.0	1.26315179704e-05	-0.540350662828
87.0	1.25820345934e-05	-0.751900628256
88.0	1.25589208233e-05	-0.954896524585
89.0	1.2560500117e-05	-1.15133289859
90.0	1.25855241385e-05	-1.34297433132
91.0	1.26331128856e-05	-1.53141468778
92.0	1.27027117144e-05	-1.71812599078
93.0	1.27940618431e-05	-1.90450016692
94.0	1.29071820973e-05	-2.09188623905
95.0	1.30423604433e-05	-2.28162506300
96.0	1.32001545697e-05	-2.47508352518
97.0	1.33814014079e-05	-2.67369004399
98.0	1.35872359045e-05	-2.87897334923
99.0	1.38191201846e-05	-3.09260682600
100.0	1.40788847998e-05	-3.31645847094
