Frequency	Amplitude	Phase Angle [deg]
51.0	4.58512786808e-06	179.440805760
52.0	4.60227056753e-06	179.408456386
53.0	4.62122174295e-06	179.370347348
54.0	4.64239769463e-06	179.324420368
55.0	4.66636719684e-06	179.267594638
56.0	4.69392734451e-06	179.195094349
57.0	4.72622800356e-06	179.099203387
58.0	4.76498299758e-06	178.966821852
59.0	4.81284019982e-06	178.774328858
60.0	4.87404124612e-06	178.475845482
61.0	4.95554465505e-06	177.973599617
62.0	5.06825675084e-06	177.033966111
63.0	5.22147009415e-06	175.024535517
64.0	5.34128899364e-06	170.223366933
65.0	4.86025750851e-06	162.438385466
66.0	4.03332089442e-06	166.010435872
67.0	3.97603080714e-06	172.963746035
68.0	4.09918157114e-06	176.055907012
69.0	4.20859898581e-06	177.399694834
70.0	4.29237249447e-06	178.063517920
71.0	4.35757088087e-06	178.428730048
72.0	4.4103390591e-06	178.645693615
73.0	4.45474007702e-06	178.781425048
74.0	4.49339740519e-06	178.869025692
75.0	4.52804124368e-06	178.926243822
76.0	4.55984911104e-06	178.963239630
77.0	4.58964924649e-06	178.986143026
78.0	4.61804334472e-06	178.998811513
79.0	4.64548243861e-06	179.003755018
80.0	4.67231517974e-06	179.002648711
81.0	4.69881947069e-06	178.996630276
82.0	4.72522375715e-06	178.986478755
83.0	4.75172180016e-06	178.972725560
84.0	4.77848321582e-06	178.955725088
85.0	4.80566120518e-06	178.935700462
86.0	4.83339846575e-06	178.912773419
87.0	4.86183185492e-06	178.886983740
88.0	4.89109624077e-06	178.858301521
89.0	4.92132787254e-06	178.826634330
90.0	4.9526674174e-06	178.791830439
91.0	4.98526293968e-06	178.753678924
92.0	5.01927293645e-06	178.711906952
93.0	5.05486950251e-06	178.666174351
94.0	5.09224190097e-06	178.616065371
95.0	5.13160057264e-06	178.561077242
96.0	5.17318184207e-06	178.500604968
97.0	5.21725350731e-06	178.433921459
98.0	5.26412161042e-06	178.360151779
99.0	5.31413874212e-06	178.278239740
100.0	5.36771432911e-06	178.186753921
