Frequency	Amplitude	Phase Angle [deg]
51.0	3.19791789817e-07	-7.72136313135
52.0	3.58010473078e-07	-8.14056264282
53.0	4.02974601633e-07	-8.62767988063
54.0	4.56499585252e-07	-9.20038564166
55.0	5.21102080244e-07	-9.88322623086
56.0	6.00369838035e-07	-10.7112955379
57.0	6.99589353624e-07	-11.7365203498
58.0	8.26863694325e-07	-13.0389902710
59.0	9.95219215237e-07	-14.7486939550
60.0	1.22684614174e-06	-17.0905069186
61.0	1.56228438868e-06	-20.4863864889
62.0	2.08169114085e-06	-25.8151062809
63.0	2.9527219776e-06	-35.1550986699
64.0	4.45333915313e-06	-53.8946464382
65.0	5.93758827073e-06	-90.6443916372
66.0	4.98326449048e-06	-129.011305801
67.0	3.55713024736e-06	-149.200578395
68.0	2.68656336535e-06	-159.157362938
69.0	2.16373439911e-06	-164.774180028
70.0	1.82664555832e-06	-168.330166141
71.0	1.59500863262e-06	-170.776622544
72.0	1.42785854152e-06	-172.565063762
73.0	1.30272637837e-06	-173.933969868
74.0	1.20642541281e-06	-175.020269517
75.0	1.13076364567e-06	-175.907916079
76.0	1.07040788697e-06	-176.651162387
77.0	1.02174958725e-06	-177.286610667
78.0	9.82268135175e-07	-177.839860496
79.0	9.50155947763e-07	-178.329375482
80.0	9.24088495156e-07	-178.768834667
81.0	9.03078196809e-07	-179.168617993
82.0	8.86378756905e-07	-179.536776251
83.0	8.73420889074e-07	-179.879683132
84.0	8.63768175541e-07	179.797818876
85.0	8.57086200893e-07	179.490884094
86.0	8.53120671325e-07	179.196258104
87.0	8.51681762557e-07	178.910891311
88.0	8.52632892047e-07	178.632114280
89.0	8.55882733068e-07	178.357537845
90.0	8.61379659954e-07	178.084973412
91.0	8.69108095871e-07	177.812367281
92.0	8.79086422794e-07	177.537744446
93.0	8.91366225284e-07	177.259158372
94.0	9.06032774145e-07	176.974643909
95.0	9.23206722482e-07	176.682170886
96.0	9.43047073906e-07	176.379596023
97.0	9.65755579587e-07	176.064610796
98.0	9.91582792018e-07	175.734682499
99.0	1.02083615124e-06	175.386985390
100.0	1.05389061436e-06	175.018169963
