Frequency	Amplitude	Phase Angle [deg]
51.0	3.33448053556e-07	-7.78702394742
52.0	3.74065042455e-07	-8.21689217776
53.0	4.21931319438e-07	-8.71437596046
54.0	4.79003041918e-07	-9.29715470765
55.0	5.47992409266e-07	-9.98978223512
56.0	6.3276653243e-07	-10.8273589784
57.0	7.39024431149e-07	-11.8618173090
58.0	8.75502946017e-07	-13.1732514806
59.0	1.0562499621e-06	-14.8916540007
60.0	1.3052015609e-06	-17.2419033315
61.0	1.66610153525e-06	-20.6459589741
62.0	2.22548677431e-06	-25.9825958936
63.0	3.16454449617e-06	-35.3302470552
64.0	4.78482473126e-06	-54.0771950364
65.0	6.39576880304e-06	-90.8340808299
66.0	5.38156932091e-06	-129.207874265
67.0	3.85137764845e-06	-149.403762095
68.0	2.91637167862e-06	-159.366894442
69.0	2.35497537261e-06	-164.989787616
70.0	1.99333182796e-06	-168.551572906
71.0	1.74516526054e-06	-171.003545428
72.0	1.56643092719e-06	-172.797212623
73.0	1.43296360521e-06	-174.171046400
74.0	1.33057892378e-06	-175.261966169
75.0	1.250464826e-06	-176.153914874
76.0	1.18688490049e-06	-176.901133659
77.0	1.13595857298e-06	-177.540211697
78.0	1.094976213e-06	-178.096734047
79.0	1.06199580085e-06	-178.589148203
80.0	1.0355955035e-06	-179.031115361
81.0	1.01471648427e-06	-179.432995730
82.0	9.98559980671e-07	-179.802818296
83.0	9.86518168982e-07	179.853371403
84.0	9.78126696324e-07	179.529845208
85.0	9.73031509364e-07	179.222699000
86.0	9.70965354679e-07	178.928406642
87.0	9.71730994433e-07	178.643954272
88.0	9.75189194931e-07	178.366711928
89.0	9.81250211665e-07	178.094334082
90.0	9.89867910042e-07	177.824680427
91.0	1.00103594874e-06	177.555750749
92.0	1.01478565431e-06	177.285629347
93.0	1.03118537419e-06	177.012435545
94.0	1.05034117294e-06	176.734277418
95.0	1.07239887734e-06	176.449206342
96.0	1.09754753629e-06	176.155170016
97.0	1.12602445892e-06	175.849961578
98.0	1.15812211388e-06	175.531162168
99.0	1.19419728841e-06	175.196073775
100.0	1.23468309569e-06	174.841490679
