Frequency	Amplitude	Phase Angle [deg]
51.0	9.73755242524e-06	176.983614012
52.0	1.01090648782e-05	176.776672226
53.0	1.05228873979e-05	176.545735185
54.0	1.09865072956e-05	176.286347787
55.0	1.15093017894e-05	175.992907071
56.0	1.21031715798e-05	175.658271328
57.0	1.27834464352e-05	175.273199129
58.0	1.35702077542e-05	174.825525550
59.0	1.44902693035e-05	174.298920805
60.0	1.55802280999e-05	173.670963648
61.0	1.68913171009e-05	172.910047382
62.0	1.84974134177e-05	171.970210356
63.0	2.05088264121e-05	170.782085918
64.0	2.3097223592e-05	169.236155228
65.0	2.65432520193e-05	167.149622223
66.0	3.13330748711e-05	164.195410802
67.0	3.83640870848e-05	159.734720048
68.0	4.93719243926e-05	152.379389184
69.0	6.73478993752e-05	138.795584074
70.0	9.09004638533e-05	111.923319281
71.0	8.96276694922e-05	72.9641881430
72.0	6.38246463743e-05	45.4914727385
73.0	4.46711124103e-05	31.5993208771
74.0	3.31216386482e-05	24.1329337943
75.0	2.58147869067e-05	19.6500061389
76.0	2.08660940506e-05	16.7208488181
77.0	1.73178385057e-05	14.6909502531
78.0	1.46568790986e-05	13.2272269949
79.0	1.2589278471e-05	12.1450482365
80.0	1.09362560045e-05	11.3352107960
81.0	9.583418333e-06	10.7300454548
82.0	8.45439599043e-06	10.2864121966
83.0	7.49634882534e-06	9.97664235933
84.0	6.6715883055e-06	9.78352103433
85.0	5.95252114779e-06	9.69748678040
86.0	5.31848125991e-06	9.71516256151
87.0	4.75367944507e-06	9.83879489274
88.0	4.2458389993e-06	10.0764382623
89.0	3.78526616244e-06	10.4429099510
90.0	3.36420527808e-06	10.9617308190
91.0	2.97638723373e-06	11.6685396360
92.0	2.61671619288e-06	12.6169428458
93.0	2.28106524793e-06	13.8886872080
94.0	1.9661749522e-06	15.6119797575
95.0	1.6696814617e-06	17.9960746800
96.0	1.39036762743e-06	21.4002110377
97.0	1.12890034255e-06	26.4782680815
98.0	8.89793067411e-07	34.4866395603
99.0	6.86557498539e-07	47.8275909150
100.0	5.52509490873e-07	69.8117501708
