Frequency	Amplitude	Phase Angle [deg]
51.0	3.3964445618e-06	174.821329919
52.0	3.63214347487e-06	174.589839913
53.0	3.89546792563e-06	174.333551366
54.0	4.19136219368e-06	174.047884148
55.0	4.52602386922e-06	173.727102903
56.0	4.90732542755e-06	173.363925073
57.0	5.34541712745e-06	172.948958535
58.0	5.85360872118e-06	172.469876377
59.0	6.44969137803e-06	171.910173847
60.0	7.15797686387e-06	171.247239777
61.0	8.01254659917e-06	170.449260385
62.0	9.06262486136e-06	169.470047166
63.0	1.03818548471e-05	168.239983841
64.0	1.20851265788e-05	166.649275730
65.0	1.43608829655e-05	164.514820556
66.0	1.75370864043e-05	161.509200980
67.0	2.22235556325e-05	156.993234008
68.0	2.96160067599e-05	149.578329392
69.0	4.18572149137e-05	135.930168161
70.0	5.85699553256e-05	108.988215067
71.0	5.9909970202e-05	69.9534372568
72.0	4.42899289776e-05	42.3984004111
73.0	3.22064599096e-05	28.4164285957
74.0	2.48313317436e-05	20.8517715542
75.0	2.01436095558e-05	16.2610187575
76.0	1.696445732e-05	13.2131907048
77.0	1.4686504037e-05	11.0522600348
78.0	1.29819755315e-05	9.44335186672
79.0	1.16622809439e-05	8.19970392563
80.0	1.06123775252e-05	7.20955857906
81.0	9.75851207846e-06	6.40216122103
82.0	9.05138935042e-06	5.73061326197
83.0	8.45688596401e-06	5.16262439424
84.0	7.95066913984e-06	4.67523799128
85.0	7.51494206375e-06	4.25167755346
86.0	7.1364012857e-06	3.87938371408
87.0	6.80491260826e-06	3.54874923373
88.0	6.51262826096e-06	3.25227830746
89.0	6.2533834864e-06	2.98401242221
90.0	6.02227496686e-06	2.73912814430
91.0	5.81536060083e-06	2.51364851873
92.0	5.62944200631e-06	2.30423083671
93.0	5.46190465257e-06	2.10800654358
94.0	5.31059883011e-06	1.92245683000
95.0	5.17375018131e-06	1.74531254127
96.0	5.04989198054e-06	1.57447007641
97.0	4.93781367521e-06	1.40791701700
98.0	4.83652202847e-06	1.24366214578
99.0	4.74521207075e-06	1.07966520548
100.0	4.66324614378e-06	0.913760752957
