Frequency	Amplitude	Phase Angle [deg]
51.0	4.23724041554e-06	179.399113688
52.0	4.25621245712e-06	179.363450944
53.0	4.27701483919e-06	179.322964787
54.0	4.29995490438e-06	179.276511649
55.0	4.32541630373e-06	179.222587457
56.0	4.35388412435e-06	179.159182526
57.0	4.38598047953e-06	179.083563710
58.0	4.42251611781e-06	178.991939169
59.0	4.46456679089e-06	178.878927782
60.0	4.5135893298e-06	178.736692309
61.0	4.57160302069e-06	178.553470483
62.0	4.64148205034e-06	178.310978724
63.0	4.7274430762e-06	177.979591394
64.0	4.8358868064e-06	177.508854971
65.0	4.97689430322e-06	176.807490565
66.0	5.16690095929e-06	175.697636533
67.0	5.43299987885e-06	173.799699752
68.0	5.81482624819e-06	170.213149692
69.0	6.31289522371e-06	162.616983712
70.0	6.40805339394e-06	146.296901186
71.0	4.58494594944e-06	127.988932345
72.0	2.82370295645e-06	136.715403296
73.0	2.55061212496e-06	156.595153058
74.0	2.74006525629e-06	167.312619257
75.0	2.9532414579e-06	172.226669502
76.0	3.12618771696e-06	174.708730948
77.0	3.26155630746e-06	176.102619848
78.0	3.36880349795e-06	176.953495584
79.0	3.45564366022e-06	177.506786836
80.0	3.52756077256e-06	177.884309852
81.0	3.58837957476e-06	178.151603921
82.0	3.64079503454e-06	178.346317682
83.0	3.68674197839e-06	178.491267232
84.0	3.72763859841e-06	178.600903877
85.0	3.76454604254e-06	178.684723169
86.0	3.79827415357e-06	178.749158556
87.0	3.82945279684e-06	178.798681382
88.0	3.85858092526e-06	178.836464728
89.0	3.88606093968e-06	178.864797372
90.0	3.91222332055e-06	178.885349264
91.0	3.93734457825e-06	178.899345745
92.0	3.96166062191e-06	178.907683964
93.0	3.98537700155e-06	178.911011647
94.0	4.00867685177e-06	178.909780457
95.0	4.03172734228e-06	178.904281735
96.0	4.05468506464e-06	178.894669404
97.0	4.0777007072e-06	178.880972974
98.0	4.10092341187e-06	178.863102397
99.0	4.12450491433e-06	178.840845384
100.0	4.14860391257e-06	178.813706189
