Frequency	Amplitude	Phase Angle [deg]
51.0	5.50116512533e-07	-4.25007029145
52.0	5.81873138224e-07	-4.50473943072
53.0	6.17448617553e-07	-4.78532042413
54.0	6.57532375449e-07	-5.09638560986
55.0	7.02988874379e-07	-5.44366538232
56.0	7.54916505875e-07	-5.83444012934
57.0	8.14731801798e-07	-6.27810264424
58.0	8.84292583989e-07	-6.78698338677
59.0	9.66082577821e-07	-7.37759358770
60.0	1.06349616806e-06	-8.07255386496
61.0	1.1812920324e-06	-8.90369055993
62.0	1.32634322702e-06	-9.91720784743
63.0	1.50893178829e-06	-11.1827409264
64.0	1.74509660335e-06	-12.8101068219
65.0	2.06113893881e-06	-14.9824335814
66.0	2.50281668947e-06	-18.0271680585
67.0	3.15516191893e-06	-22.5835265900
68.0	4.18471229417e-06	-30.0401368704
69.0	5.8889578485e-06	-43.7313595536
70.0	8.20868606863e-06	-70.7177762809
71.0	8.36823417977e-06	-109.798471095
72.0	6.16857470221e-06	-137.400934790
73.0	4.4748767517e-06	-151.431905468
74.0	3.443607032e-06	-159.047201653
75.0	2.78963831721e-06	-163.690308679
76.0	2.34732734197e-06	-166.792288093
77.0	2.03144927674e-06	-169.009257126
78.0	1.79604818168e-06	-170.676189107
79.0	1.61469830069e-06	-171.979954136
80.0	1.47128874047e-06	-173.032428034
81.0	1.35549754121e-06	-173.904494950
82.0	1.26043133384e-06	-174.643195613
83.0	1.18132362971e-06	-175.280976441
84.0	1.11478073555e-06	-175.840965683
85.0	1.05832584791e-06	-176.340128755
86.0	1.01011305539e-06	-176.791233268
87.0	9.68742062658e-07	-177.204116339
88.0	9.33134790495e-07	-177.586527987
89.0	9.02451150582e-07	-177.944708325
90.0	8.7603036384e-07	-178.283793333
91.0	8.53349324363e-07	-178.608107572
92.0	8.33992648443e-07	-178.921381190
93.0	8.17630874708e-07	-179.226915589
94.0	8.04004515274e-07	-179.527714337
95.0	7.92912396278e-07	-179.826590898
96.0	7.84203232513e-07	179.874042361
97.0	7.77769724142e-07	179.570872829
98.0	7.73544723763e-07	179.261429549
99.0	7.71499173474e-07	178.942781583
100.0	7.71641703145e-07	178.611597857
