Frequency	Amplitude	Phase Angle [deg]
51.0	1.00749699574e-06	-179.015936034
52.0	9.89196534912e-07	-178.832434795
53.0	9.68653512908e-07	-178.607385448
54.0	9.45474691575e-07	-178.327796523
55.0	9.19173274246e-07	-177.975151585
56.0	8.8914119556e-07	-177.522310016
57.0	8.54612457712e-07	-176.928157478
58.0	8.14615779547e-07	-176.127913522
59.0	7.67917744564e-07	-175.014525217
60.0	7.12969949344e-07	-173.400368195
61.0	6.47920313524e-07	-170.931458499
62.0	5.70930811631e-07	-166.875007960
63.0	4.81825756995e-07	-159.536043900
64.0	3.89794577292e-07	-144.654306745
65.0	3.44991460742e-07	-114.528884826
66.0	4.69341150868e-07	-78.7190729916
67.0	8.35233131099e-07	-60.2548081317
68.0	1.51686255686e-06	-56.2032621499
69.0	2.74743624959e-06	-63.4828876916
70.0	4.6966328601e-06	-86.4657299261
71.0	5.66875375788e-06	-122.825046011
72.0	4.82008125618e-06	-148.459064598
73.0	3.95384118685e-06	-160.997959057
74.0	3.38706826241e-06	-167.440280990
75.0	3.01613746458e-06	-171.133899743
76.0	2.76092415365e-06	-173.448539716
77.0	2.57675289921e-06	-174.999207845
78.0	2.43856488553e-06	-176.092300332
79.0	2.33160405617e-06	-176.894198228
80.0	2.24672864772e-06	-177.501689516
81.0	2.17801294834e-06	-177.974283549
82.0	2.12146372265e-06	-178.350262470
83.0	2.07429941214e-06	-178.655196595
84.0	2.03452690369e-06	-178.906716634
85.0	2.00068294235e-06	-179.117314765
86.0	1.97167057813e-06	-179.296054942
87.0	1.94665242563e-06	-179.449653340
88.0	1.92497914281e-06	-179.583181552
89.0	1.90614032523e-06	-179.700536495
90.0	1.88973009718e-06	-179.804761974
91.0	1.87542252003e-06	-179.898273598
92.0	1.86295377718e-06	-179.983019387
93.0	1.8521090501e-06	179.939707224
94.0	1.84271276123e-06	179.867963870
95.0	1.83462127867e-06	179.800917175
96.0	1.82771739614e-06	179.737574143
97.0	1.82190623064e-06	179.677043602
98.0	1.81711215179e-06	179.618499759
99.0	1.81327659581e-06	179.561149159
100.0	1.81035659464e-06	179.504046936
