	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.0122702998722	-94.9832969395
52.0	0.0134140001045	-95.4027057275
53.0	0.0147458264394	-95.8884971038
54.0	0.0163158362548	-96.4583586579
55.0	0.0181933386525	-97.1368489475
56.0	0.0204770204342	-97.9590696437
57.0	0.02331210929	-98.9769508118
58.0	0.0269208943789	-100.270580872
59.0	0.0316601307518	-101.969942752
60.0	0.0381362632355	-104.299901641
61.0	0.0474539480893	-107.682399890
62.0	0.0617870286175	-112.996191296
63.0	0.0856389237647	-122.319683498
64.0	0.126210407123	-141.041129341
65.0	0.164424873774	-177.771135593
66.0	0.134834416325	143.883671183
67.0	0.0940353711383	123.717540268
68.0	0.0693844695436	113.785675379
69.0	0.0545890475249	108.195615795
70.0	0.0450140766652	104.668292038
71.0	0.0383883045043	102.252477634
72.0	0.0335587089857	100.496741062
73.0	0.0298945837813	99.1626942719
74.0	0.027026297502	98.1135103646
75.0	0.0247243198171	97.2653483360
76.0	0.0228391380038	96.5640793187
77.0	0.0212694190112	95.9732377834
78.0	0.0199441617753	95.4673748421
79.0	0.018812197597	95.0281930117
80.0	0.0178357520564	94.6421964566
81.0	0.0169863538567	94.2992073912
82.0	0.0162421529723	93.9913982853
83.0	0.0155861143218	93.7126422572
84.0	0.0150047715881	93.4580659172
85.0	0.014487349207	93.2237345442
86.0	0.014025131906	93.0064257879
87.0	0.0136110043739	92.8034639105
88.0	0.0132391100658	92.6125960704
89.0	0.0129045949462	92.4318983271
90.0	0.0126034127496	92.2597028209
91.0	0.012332175464	92.0945402055
92.0	0.0120880376572	91.9350929925
93.0	0.0118686063188	91.7801566723
94.0	0.0116718703995	91.6286061435
95.0	0.0114961457853	91.4793654783
96.0	0.0113400324556	91.3313793414
97.0	0.0112023817228	91.1835844492
98.0	0.0110822718908	91.0348794447
99.0	0.0109789912428	90.8840913567
100.0	0.0108920278951	90.7298597649
