	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.252167923834	85.3505152981
52.0	0.274260463431	84.9425092328
53.0	0.299907617521	84.4684752861
54.0	0.330052805895	83.9107416651
55.0	0.366001934459	83.2447665266
56.0	0.409613903339	82.4354658787
57.0	0.463623391352	81.4309283611
58.0	0.532214577944	80.1510854184
59.0	0.622099542464	78.4659752169
60.0	0.744680937669	76.1507549695
61.0	0.920710244508	72.7835062416
62.0	1.19096379448	67.4855007354
63.0	1.63965919896	58.1783580643
64.0	2.39986903983	39.4738545083
65.0	3.10453785520	2.76141465777
66.0	2.52750768460	-35.5658585720
67.0	1.74971973684	-55.7130715559
68.0	1.28128632308	-65.6252856967
69.0	1.00026490715	-71.1949195585
70.0	0.818276406342	-74.7009970240
71.0	0.692160549155	-77.0946951049
72.0	0.600040791016	-78.8273915598
73.0	0.529961354114	-80.1374158551
74.0	0.474919389887	-81.161530929
75.0	0.430567852435	-81.9835077580
76.0	0.394075658675	-82.6573983799
77.0	0.363524083261	-83.2195837801
78.0	0.337568556263	-83.6954196121
79.0	0.315239770234	-84.1031002044
80.0	0.295821759705	-84.4560069590
81.0	0.278774437887	-84.7641903170
82.0	0.263682822985	-85.0353356593
83.0	0.250222838838	-85.2754106598
84.0	0.238137718743	-85.4891097906
85.0	0.227221371188	-85.6801659732
86.0	0.217306429473	-85.8515730742
87.0	0.208255514904	-86.0057471404
88.0	0.199954749423	-86.1446446023
89.0	0.192308868556	-86.2698496004
90.0	0.185237490746	-86.3826386552
91.0	0.178672234375	-86.4840282370
92.0	0.172554462013	-86.5748090189
93.0	0.166833496436	-86.6555693780
94.0	0.161465192158	-86.7267096473
95.0	0.15641077785	-86.7884479471
96.0	0.151635906428	-86.8408177016
97.0	0.147109862632	-86.8836562575
98.0	0.142804890881	-86.9165832391
99.0	0.138695612633	-86.9389662819
100.0	0.134758506241	-86.9497969751
