	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.170257715728	85.4689255676
52.0	0.184843617933	85.0650217899
53.0	0.201758495055	84.5952168767
54.0	0.221620129414	84.0418438613
55.0	0.245283610107	83.3803658502
56.0	0.273966017471	82.5757039471
57.0	0.309457654632	81.5759520173
58.0	0.354497427199	80.3010468646
59.0	0.413478271761	78.6210321127
60.0	0.493861407598	76.3110705749
61.0	0.609221054681	72.9492494942
62.0	0.786216335074	67.6568463032
63.0	1.07984797808	58.3554864410
64.0	1.57665069248	39.6569519894
65.0	2.0344950011	2.95067333390
66.0	1.65209911471	-35.3702408692
67.0	1.14069009806	-55.5108913841
68.0	0.833051683782	-65.4163341956
69.0	0.64854146773	-70.9789827275
70.0	0.529041164389	-74.4778561386
71.0	0.446202624262	-76.8641272245
72.0	0.385665134843	-78.5891701564
73.0	0.339583031937	-79.8913117520
74.0	0.303361928703	-80.9073133363
75.0	0.274150328312	-81.7209456864
76.0	0.250091406438	-82.3862623380
77.0	0.229926883633	-82.9396479344
78.0	0.21277511329	-83.4064644181
79.0	0.198000596301	-83.8049156644
80.0	0.185134004791	-84.1483966510
81.0	0.173821374177	-84.4469763354
82.0	0.163790804848	-84.7083647001
83.0	0.154830037018	-84.9385614928
84.0	0.146770980786	-85.1423024632
85.0	0.139478814227	-85.3233731428
86.0	0.132844153624	-85.4848340131
87.0	0.12677733216	-85.6291849957
88.0	0.121204156389	-85.7584878242
89.0	0.116062712985	-85.8744585343
90.0	0.111300936842	-85.9785386864
91.0	0.106874736854	-86.0719512126
92.0	0.10274653736	-86.1557452664
93.0	0.0988841325802	-86.2308332381
94.0	0.0952597795464	-86.2980224935
95.0	0.0918494751973	-86.3580438540
96.0	0.0886323780504	-86.4115787260
97.0	0.0855903438055	-86.4592867201
98.0	0.0827075527785	-86.5018357280
99.0	0.0799702131652	-86.5399369201
100.0	0.0773663283574	-86.5743146438
