	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.0136369967977	-94.9149971169
52.0	0.0148923745034	-95.3323130537
53.0	0.0163533604961	-95.8159642301
54.0	0.0180746370377	-96.3836369803
55.0	0.0201319131194	-97.0598885635
56.0	0.0226329822424	-97.8798193179
57.0	0.0257364638629	-98.8953579798
58.0	0.0296851274231	-100.186591588
59.0	0.0348685620572	-101.883501664
60.0	0.0419489475283	-104.210952014
61.0	0.0521322544487	-107.590883496
62.0	0.0677910304963	-112.902048457
63.0	0.0938374861055	-122.222853021
64.0	0.138108356473	-140.941548543
65.0	0.179680619349	-177.668740190
66.0	0.147140635323	143.988947004
67.0	0.102473221654	123.825763942
68.0	0.0755018758463	113.896915918
69.0	0.0593152354964	108.309943858
70.0	0.0488386014287	104.785779922
71.0	0.0415869141496	102.373199263
72.0	0.0362989921802	100.620772001
73.0	0.0322850867308	99.2901117209
74.0	0.0291410093367	98.2443931205
75.0	0.0266157890194	97.3997767808
76.0	0.0245459542337	96.7021353605
77.0	0.0228207134089	96.1150048012
78.0	0.021362437927	95.6129375827
79.0	0.0201151811134	95.1776374744
80.0	0.0190376388616	94.7956097549
81.0	0.0180986765989	94.4566775366
82.0	0.0172743971392	94.1530139641
83.0	0.0165461658289	93.8784925151
84.0	0.0158992482082	93.6282397653
85.0	0.0153218500013	93.3983204837
86.0	0.0148044278785	93.1855112162
87.0	0.0143391860959	92.9871343805
88.0	0.0139197034815	92.8009343605
89.0	0.0135406531245	92.6249833063
90.0	0.0131975893723	92.4576080256
91.0	0.0128867842601	92.2973320800
92.0	0.0126051008377	92.1428286881
93.0	0.0123498944065	91.9928813132
94.0	0.0121189353159	91.8463493824
95.0	0.0119103484164	91.7021372018
96.0	0.0117225660152	91.5591642285
97.0	0.0115542916112	91.4163351056
98.0	0.0114044728489	91.2725076589
99.0	0.0112722824367	91.1264569307
100.0	0.0111571063939	90.9767559454
