	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.0132439977243	-94.9616315700
52.0	0.0144735387842	-95.3803228833
53.0	0.0159050372594	-95.8653784188
54.0	0.017592221192	-96.4344852988
55.0	0.0196094807748	-97.1122016046
56.0	0.0220627357026	-97.9336285158
57.0	0.0251078543662	-98.9506956366
58.0	0.0289834071884	-100.243490880
59.0	0.0340722679159	-101.941996684
60.0	0.041025254513	-104.271077794
61.0	0.0510277831012	-107.652676017
62.0	0.0664124070906	-112.965544688
63.0	0.0920104165455	-122.288091003
64.0	0.135541141255	-141.008567286
65.0	0.176502115956	-177.737579852
66.0	0.144672440052	143.918245163
67.0	0.10084981848	123.753157506
68.0	0.0743774234617	113.822361251
69.0	0.0584891710134	108.233396124
70.0	0.0482064849583	104.707192972
71.0	0.0410902954257	102.292525637
72.0	0.0359025090435	100.537962880
73.0	0.0319659242391	99.2051168411
74.0	0.0288836751536	98.1571607682
75.0	0.0264093255359	97.3102537151
76.0	0.0243823527647	96.6102667760
77.0	0.0226939625016	96.0207342540
78.0	0.0212679257142	95.5162069591
79.0	0.020049305575	95.0783869282
80.0	0.0189975452225	94.6937776465
81.0	0.0180820753515	94.3522004073
82.0	0.0172794349221	94.0458264721
83.0	0.0165713318695	93.7685273921
84.0	0.0159433052371	93.5154278091
85.0	0.0153837825501	93.2825905201
86.0	0.0148834029218	93.0667901069
87.0	0.014434522885	92.8653470405
88.0	0.0140308501112	92.6760038172
89.0	0.0136671682988	92.4968307786
90.0	0.0133391280703	92.3261530790
91.0	0.0130430865555	92.1624928321
92.0	0.012775983147	92.0045221141
93.0	0.0125352427839	91.8510236591
94.0	0.0123187003764	91.7008567456
95.0	0.0121245417143	91.5529262931
96.0	0.0119512576331	91.4061534248
97.0	0.0117976089175	91.2594458280
98.0	0.0116626003134	91.1116662315
99.0	0.0115454625274	90.9615970430
100.0	0.0114456415586	90.8078220922
