	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00300258270426	85.0528758655
52.0	0.00327922376002	84.6412960452
53.0	0.00360091981529	84.1639039267
54.0	0.003979619238	83.6030434049
55.0	0.00443186185635	82.9341896149
56.0	0.00498119303811	82.1222770291
57.0	0.00566225484415	81.1154143084
58.0	0.00652805978052	79.8335547168
59.0	0.00766366807478	78.1467601719
60.0	0.0092136313708	75.8302138029
61.0	0.0114411527709	72.4620255279
62.0	0.014863872613	67.1634980044
63.0	0.0205528408445	57.8562848388
64.0	0.0302124983011	39.1521996058
65.0	0.0392527817555	2.44070794627
66.0	0.0320945534282	-35.8850420606
67.0	0.0223131541946	-56.0301068228
68.0	0.0164088299794	-65.9394925863
69.0	0.012863750337	-71.5055567601
70.0	0.0105670212921	-75.0072552208
71.0	0.00897500312914	-77.3956893720
72.0	0.0078118715567	-79.1221525464
73.0	0.00692679303297	-80.4248797954
74.0	0.00623137937843	-81.4405281987
75.0	0.0056707411533	-82.2527496725
76.0	0.00520911610948	-82.9154620056
77.0	0.00482225558595	-83.4648943979
78.0	0.00449315717559	-83.9262302833
79.0	0.00420955452026	-84.3174680134
80.0	0.00396237812261	-84.6517651846
81.0	0.0037447771758	-84.9389157443
82.0	0.00355147817768	-85.1863099777
83.0	0.00337835275067	-85.3995747465
84.0	0.00322211921228	-85.5830091392
85.0	0.00308013207142	-85.7398854382
86.0	0.00295023050265	-85.8726581874
87.0	0.00283062739378	-85.9831088480
88.0	0.00271982663042	-86.0724430856
89.0	0.0026165605177	-86.1413517321
90.0	0.00251974163629	-86.1900417948
91.0	0.00242842522115	-86.2182407788
92.0	0.00234177927297	-86.2251748593
93.0	0.00225906034593	-86.2095188054
94.0	0.00217959353033	-86.1693128497
95.0	0.00210275548693	-86.1018379558
96.0	0.00202795966907	-86.0034361635
97.0	0.00195464300217	-85.8692553403
98.0	0.00188225350125	-85.6928868154
99.0	0.00181023833702	-85.4658470366
100.0	0.00173803201451	-85.1767545131
