	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00212172782819	84.9997684071
52.0	0.00231863593068	84.5895089174
53.0	0.00254761864482	84.1136005255
54.0	0.00281717523422	83.5543941658
55.0	0.00313907066514	82.8873724957
56.0	0.00353005262777	82.0774779988
57.0	0.00401476145995	81.0728279366
58.0	0.00463090377931	79.7933847559
59.0	0.00543898103065	78.1092202526
60.0	0.00654181043477	75.7955281756
61.0	0.00812660779177	72.4304298626
62.0	0.0105615841275	67.1352403489
63.0	0.0146086710969	57.8316265485
64.0	0.0214807983048	39.1314165532
65.0	0.027915231355	2.42409162798
66.0	0.0228291691317	-35.8971830514
67.0	0.0158740408863	-56.0374454188
68.0	0.0116748268576	-65.9416813528
69.0	0.00915301096381	-71.5022260992
70.0	0.00751879728347	-74.9980112202
71.0	0.00638563700221	-77.3801114495
72.0	0.00555739680463	-79.0997906397
73.0	0.00492681722102	-80.3952513793
74.0	0.00443104176836	-81.4031147259
75.0	0.00403103443029	-82.2069926660
76.0	0.00370136042851	-82.8607584805
77.0	0.00342477226072	-83.4005916429
78.0	0.00318917521931	-83.8516198444
79.0	0.00298584232223	-84.2317787162
80.0	0.00280831979712	-84.5541550239
81.0	0.00265173145565	-84.8284623882
82.0	0.00251232258534	-85.0619996063
83.0	0.00238715260111	-85.2602888462
84.0	0.00227388282983	-85.4275088230
85.0	0.00217062678138	-85.5667925873
86.0	0.00207584242193	-85.6804328229
87.0	0.00198825324061	-85.7700215444
88.0	0.00190678944996	-85.8365412474
89.0	0.00183054348586	-85.8804179280
90.0	0.00175873578857	-85.9015418556
91.0	0.00169068807412	-85.8992584651
92.0	0.00162580212638	-85.8723287670
93.0	0.00156354264372	-85.8188555148
94.0	0.0015034230956	-85.7361677082
95.0	0.00144499380685	-85.6206513936
96.0	0.00138783163674	-85.4675075961
97.0	0.00133153081313	-85.2704083131
98.0	0.00127569456451	-85.0210052632
99.0	0.0012199272687	-84.7082205034
100.0	0.00116382704389	-84.3171346087
