Frequency	Amplitude	Phase Angle [deg]
51.0	1.86979317529e-05	-4.93267583375
52.0	2.00258684381e-05	-5.34472405370
53.0	2.15733041041e-05	-5.82257698348
54.0	2.33982089936e-05	-6.38388220022
55.0	2.55808058938e-05	-7.05315486964
56.0	2.82352504634e-05	-7.86544952294
57.0	3.15294101767e-05	-8.87264496133
58.0	3.5719992806e-05	-10.1547737585
59.0	4.12185109969e-05	-11.8417579137
60.0	4.87233856898e-05	-14.1583960251
61.0	5.95038775385e-05	-17.5265575070
62.0	7.60482913271e-05	-22.8249162391
63.0	0.000103471293476	-32.1317919871
64.0	0.000149702535532	-50.8353409053
65.0	0.000191472710083	-87.5460630703
66.0	0.000154154640241	-125.870771284
67.0	0.000105551736003	-146.014477524
68.0	7.64622168471e-05	-155.922137229
69.0	5.90585419846e-05	-161.486049916
70.0	4.780680286e-05	-164.985105248
71.0	4.00188742263e-05	-167.370328700
72.0	3.43355818584e-05	-169.092926466
73.0	3.00151847555e-05	-170.391033348
74.0	2.66236209182e-05	-171.401190787
75.0	2.3891603978e-05	-172.206917042
76.0	2.16438173902e-05	-172.861974915
77.0	1.9761457549e-05	-173.402413396
78.0	1.81612619636e-05	-173.853205695
79.0	1.67831831374e-05	-174.232104075
80.0	1.55828356162e-05	-174.551976975
81.0	1.45266984328e-05	-174.822277228
82.0	1.35889708871e-05	-175.049990961
83.0	1.27494544164e-05	-175.240263880
84.0	1.19920906038e-05	-175.396819433
85.0	1.1303929815e-05	-175.522237340
86.0	1.0674389087e-05	-175.618134034
87.0	1.00947084425e-05	-175.685270073
88.0	9.5575457209e-06	-175.723598881
89.0	9.05666975248e-06	-175.732263459
90.0	8.58672430948e-06	-175.709541569
91.0	8.14304355057e-06	-175.652733946
92.0	7.72150540847e-06	-175.557983254
93.0	7.31841305473e-06	-175.420002535
94.0	6.93039740444e-06	-175.231678968
95.0	6.55433548114e-06	-174.983498592
96.0	6.18728121311e-06	-174.662705639
97.0	5.82640657766e-06	-174.252056220
98.0	5.46895282049e-06	-173.727933742
99.0	5.11219420521e-06	-173.057428667
100.0	4.75342130617e-06	-172.193535523
