Frequency	Amplitude	Phase Angle [deg]
51.0	2.40219141942e-05	-5.42993525736
52.0	2.59429179835e-05	-5.86730111412
53.0	2.8189301474e-05	-6.37172015493
54.0	3.08476211854e-05	-6.96090969950
55.0	3.40377343937e-05	-7.65945965135
56.0	3.79303066168e-05	-8.50250475676
57.0	4.27764789385e-05	-9.54201008552
58.0	4.89606071806e-05	-10.8581010405
59.0	5.70994135048e-05	-12.5807997587
60.0	6.82408858136e-05	-14.9350130479
61.0	8.42928801234e-05	-18.3427273744
62.0	0.000109006190568	-23.6827434920
63.0	0.000150135302485	-33.0335189895
64.0	0.000219981685269	-51.7833599886
65.0	0.000285075836578	-88.5429300238
66.0	0.000232657548582	-126.919220462
67.0	0.000161567347103	-147.117438775
68.0	0.000118766481828	-157.082754898
69.0	9.31388551517e-05	-162.707704118
70.0	7.65937822358e-05	-166.271436055
71.0	6.51766191164e-05	-168.725263367
72.0	5.68821616306e-05	-170.520710415
73.0	5.06144131132e-05	-171.896265384
74.0	4.57314614287e-05	-172.988863392
75.0	4.18349462856e-05	-173.882462522
76.0	3.86655670143e-05	-174.631318556
77.0	3.60477399582e-05	-175.272034810
78.0	3.38585873603e-05	-175.830210032
79.0	3.200970039e-05	-176.324304974
80.0	3.04359615032e-05	-176.767993694
81.0	2.90884444914e-05	-177.171648878
82.0	2.79297637031e-05	-177.543311642
83.0	2.69309444677e-05	-177.889343400
84.0	2.60692673397e-05	-178.214875636
85.0	2.53267526764e-05	-178.524127744
86.0	2.46890764459e-05	-178.820636779
87.0	2.41447830723e-05	-179.107427268
88.0	2.36847071143e-05	-179.387139592
89.0	2.33015449018e-05	-179.662129473
90.0	2.29895357652e-05	-179.934547193
91.0	2.27442257176e-05	179.793901342
92.0	2.25622941116e-05	179.520682706
93.0	2.24414303343e-05	179.244210918
94.0	2.23802516289e-05	178.962584869
95.0	2.23782563201e-05	178.673846941
96.0	2.24358093092e-05	178.375936030
97.0	2.25541589978e-05	178.066636680
98.0	2.27354866762e-05	177.743521652
99.0	2.29829920499e-05	177.403884798
100.0	2.3301020623e-05	177.044510679
