Frequency	Amplitude	Phase Angle [deg]
51.0	2.82132082994e-06	176.939824555
52.0	2.9360719735e-06	176.635904471
53.0	3.06885386964e-06	176.275474627
54.0	3.22435647616e-06	175.842130158
55.0	3.40905708423e-06	175.312823391
56.0	3.63215150292e-06	174.654244594
57.0	3.9071250842e-06	173.816604948
58.0	4.25452975675e-06	172.722395699
59.0	4.7071658916e-06	171.244769750
60.0	5.32036687004e-06	169.162711515
61.0	6.19379588762e-06	166.059056452
62.0	7.51992913416e-06	161.061052729
63.0	9.68197022517e-06	152.097935564
64.0	1.31965192395e-05	133.791334080
65.0	1.58196193267e-05	97.5436418745
66.0	1.18662015208e-05	59.7653726138
67.0	7.51679595552e-06	40.2753319068
68.0	4.99553297593e-06	31.1621822418
69.0	3.50402829988e-06	26.5825792127
70.0	2.54374427961e-06	24.3316303006
71.0	1.87966415251e-06	23.5753276491
72.0	1.39486742515e-06	24.0580827340
73.0	1.02655369279e-06	25.8921735876
74.0	7.39138963218e-07	29.6251347434
75.0	5.12864553466e-07	36.6515828075
76.0	3.40931807491e-07	50.3817635719
77.0	2.35576237711e-07	77.4022951874
78.0	2.2500183892e-07	114.410766285
79.0	2.88062215711e-07	139.907537079
80.0	3.75183889236e-07	152.988196029
81.0	4.65170358031e-07	160.071443523
82.0	5.52185306344e-07	164.314812557
83.0	6.34928425765e-07	167.068353387
84.0	7.13448536301e-07	168.961848473
85.0	7.88207751388e-07	170.319735990
86.0	8.59777582288e-07	171.323586663
87.0	9.28734702058e-07	172.081954406
88.0	9.95626840425e-07	172.663241222
89.0	1.06096511e-06	173.112397757
90.0	1.12522659076e-06	173.459971830
91.0	1.18886084141e-06	173.727279740
92.0	1.25229780545e-06	173.929496098
93.0	1.31595616011e-06	174.077569345
94.0	1.38025183034e-06	174.179445610
95.0	1.44560673979e-06	174.240868961
96.0	1.51245799142e-06	174.265912622
97.0	1.58126783078e-06	174.257332959
98.0	1.65253480911e-06	174.216801856
99.0	1.72680670128e-06	174.145051361
100.0	1.80469587741e-06	174.041803831
