Frequency	Amplitude	Phase Angle [deg]
51.0	2.73695477514e-06	176.891017569
52.0	2.85028982335e-06	176.583617906
53.0	2.98144903802e-06	176.219299436
54.0	3.13507022815e-06	175.781585446
55.0	3.3175590788e-06	175.247340045
56.0	3.53801046722e-06	174.583144238
57.0	3.80976303762e-06	173.739072620
58.0	4.15314770222e-06	172.637443995
59.0	4.60061747644e-06	171.151191113
60.0	5.20693248122e-06	169.059013913
61.0	6.07075789619e-06	165.943375287
62.0	7.38275619301e-06	160.931028214
63.0	9.52301512674e-06	151.950538698
64.0	1.30071247534e-05	133.622614554
65.0	1.56299554482e-05	97.3483539205
66.0	1.1756356301e-05	59.5364047626
67.0	7.4712651257e-06	40.0028106467
68.0	4.98427202144e-06	30.8320122417
69.0	3.512242591e-06	26.1739652255
70.0	2.56414003232e-06	23.8126613297
71.0	1.90820958045e-06	22.8946407700
72.0	1.4290340739e-06	23.1280015928
73.0	1.06447842221e-06	24.5516832420
74.0	7.79047658772e-07	27.5505333267
75.0	5.52277169661e-07	33.1208479461
76.0	3.74634505113e-07	43.6751724901
77.0	2.50401070967e-07	64.6766064494
78.0	2.04653541635e-07	99.9434678216
79.0	2.4327728847e-07	131.430326802
80.0	3.20474380379e-07	148.506017409
81.0	4.05878852798e-07	157.446797739
82.0	4.90142457948e-07	162.612612135
83.0	5.70874525363e-07	165.874997774
84.0	6.47734057171e-07	168.075036536
85.0	7.21018818348e-07	169.630723348
86.0	7.91220094876e-07	170.769222146
87.0	8.58870000371e-07	171.623211654
88.0	9.24488473179e-07	172.274756308
89.0	9.88567373385e-07	172.776989727
90.0	1.05156912262e-06	173.165594565
91.0	1.11393115811e-06	173.465238076
92.0	1.17607266107e-06	173.693355848
93.0	1.23840217229e-06	173.862466355
94.0	1.30132559998e-06	173.981633555
95.0	1.36525457229e-06	174.057415090
96.0	1.43061527879e-06	174.094488039
97.0	1.49785809738e-06	174.096064938
98.0	1.56746840265e-06	174.064167860
99.0	1.63997908506e-06	173.999801798
100.0	1.71598544755e-06	173.902905025
