Frequency	Amplitude	Phase Angle [deg]
51.0	2.99582185303e-06	176.918395506
52.0	3.11908981781e-06	176.610610047
53.0	3.2618133377e-06	176.245748257
54.0	3.42905889567e-06	175.807306419
55.0	3.62782445895e-06	175.272115830
56.0	3.86804608941e-06	174.606717333
57.0	4.16429644025e-06	173.761135887
58.0	4.53878776415e-06	172.657628388
59.0	5.02697685418e-06	171.169049512
60.0	5.68869364006e-06	169.073999652
61.0	6.63174097922e-06	165.954813062
62.0	8.06444849676e-06	160.938074064
63.0	1.0402163516e-05	151.952124060
64.0	1.4208568189e-05	133.617366225
65.0	1.70757590839e-05	97.3344770865
66.0	1.28466691554e-05	59.5115075540
67.0	8.166979313e-06	39.9636328429
68.0	5.45115476042e-06	30.7739915466
69.0	3.84399614568e-06	26.0905158858
70.0	2.8091551605e-06	23.6939174741
71.0	2.09346541178e-06	22.7251442273
72.0	1.57082296965e-06	22.8821621623
73.0	1.17329986742e-06	24.1841474836
74.0	8.62008209122e-07	26.9738331271
75.0	6.14318414279e-07	32.1485996552
76.0	4.19057942386e-07	41.8752738609
77.0	2.78709777e-07	61.1987966017
78.0	2.17972049507e-07	95.2737371146
79.0	2.50430110937e-07	128.511467498
80.0	3.30209783112e-07	147.082543547
81.0	4.20999351637e-07	156.709502254
82.0	5.11132772199e-07	162.200306915
83.0	5.97572310028e-07	165.634214153
84.0	6.79806660746e-07	167.933785845
85.0	7.58107617421e-07	169.551682640
86.0	8.32987413924e-07	170.731362059
87.0	9.05013951748e-07	171.613854180
88.0	9.74746363139e-07	172.285819507
89.0	1.04271498573e-06	172.803071650
90.0	1.10941869257e-06	173.202930926
91.0	1.17532916445e-06	173.511103645
92.0	1.24089792391e-06	173.745704281
93.0	1.30656444715e-06	173.919704327
94.0	1.37276476371e-06	174.042473695
95.0	1.43994044246e-06	174.120776641
96.0	1.50854812524e-06	174.159427297
97.0	1.57906989381e-06	174.161724543
98.0	1.65202492375e-06	174.129738199
99.0	1.72798295589e-06	174.064490022
100.0	1.80758035037e-06	173.965908766
