	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.000959988496345	-93.0818325539
52.0	0.00101908660438	-93.3896180128
53.0	0.00108621261482	-93.7544798024
54.0	0.00116345227342	-94.1929216403
55.0	0.00125368613356	-94.7281122291
56.0	0.00136100441996	-95.3935107262
57.0	0.00149140763386	-96.2390921722
58.0	0.00165404658634	-97.3425996718
59.0	0.00186354019947	-98.8311785473
60.0	0.00214458697778	-100.926228408
61.0	0.00254177590638	-104.045414997
62.0	0.00314156630693	-109.062153996
63.0	0.0041175994209	-118.048104000
64.0	0.00571360428039	-136.382861834
65.0	0.006973860308	-172.665750973
66.0	0.00532738819032	149.511583574
67.0	0.00343808117637	129.963708863
68.0	0.00232904185385	120.774067566
69.0	0.00166652526713	116.090591906
70.0	0.0012355309701	113.693993494
71.0	0.000933907809263	112.725220247
72.0	0.000710623569821	112.882238182
73.0	0.000538160415616	114.184223503
74.0	0.000400795641253	116.973909147
75.0	0.000289490732589	122.148675675
76.0	0.000200109421691	131.875349881
77.0	0.000134841258537	151.198872621
78.0	0.000106825584749	-174.726490945
79.0	0.000124306404687	-141.488760561
80.0	0.000165981540603	-122.917684513
81.0	0.000214262572183	-113.290725805
82.0	0.000263346437792	-107.799921145
83.0	0.000311636577343	-104.366013906
84.0	0.000358793502692	-102.066442214
85.0	0.000404883104658	-100.448545420
86.0	0.0004501080281	-99.2688660001
87.0	0.000494714221704	-98.3863738796
88.0	0.000538957058385	-97.7144085529
89.0	0.000583089861532	-97.1971564093
90.0	0.000627361490581	-96.7972971338
91.0	0.000672017795282	-96.4891244145
92.0	0.000717304827498	-96.2545237789
93.0	0.000763472947962	-96.0805237326
94.0	0.000810781526995	-95.9577543647
95.0	0.000859504199974	-95.8794514183
96.0	0.000909934791908	-95.8408007622
97.0	0.000962394109312	-95.8385035166
98.0	0.00101723791534	-95.8704898609
99.0	0.00107486647483	-95.9357380375
100.0	0.0011357362299	-96.0340912345
