	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00787359465092	84.5880757991
52.0	0.00866738099891	84.1514607818
53.0	0.00959605999451	83.6478174807
54.0	0.0106957636943	83.0594292352
55.0	0.0120165492775	82.3617068301
56.0	0.013629732315	81.5195162096
57.0	0.0156403230876	80.4808930227
58.0	0.0182091562691	79.1657126054
59.0	0.0215945498874	77.4439535565
60.0	0.026236026771	75.0907098638
61.0	0.032935228948	71.6839958643
62.0	0.043272968072	66.3450116085
63.0	0.06053786316	56.9953003442
64.0	0.0900732925267	38.2465569006
65.0	0.118501814982	1.48811859717
66.0	0.0981589317661	-36.8870049807
67.0	0.0691688205596	-57.0840202899
68.0	0.0515814644812	-67.0480962839
69.0	0.041027525187	-72.6717671674
70.0	0.0342126616805	-76.2341814500
71.0	0.0295148702087	-78.6866506269
72.0	0.0261089868004	-80.4806978475
73.0	0.0235431449349	-81.8548100270
74.0	0.0215523857768	-82.9459209376
75.0	0.0199721694485	-83.8379872798
76.0	0.0186953638823	-84.5852633349
77.0	0.0176494335796	-85.2243508677
78.0	0.0167836445391	-85.7808469807
79.0	0.0160615343919	-86.2732106773
80.0	0.0154562948747	-86.7151141658
81.0	0.014947838162	-87.1169281667
82.0	0.0145208751799	-87.4866917059
83.0	0.014163622946	-87.8307639671
84.0	0.0138669150857	-88.1542740555
85.0	0.0136235775807	-88.4614388174
86.0	0.0134279835831	-88.7557925790
87.0	0.0132757317892	-89.0403569357
88.0	0.0131634120814	-89.3177691205
89.0	0.0130884341592	-89.5903814537
90.0	0.0130489028208	-89.8603405498
91.0	0.0130435286768	-90.1296524215
92.0	0.0130715667657	-90.4002380317
93.0	0.0131327779652	-90.6739827621
94.0	0.0132274101509	-90.9527826277
95.0	0.0133561972276	-91.2385896843
96.0	0.0135203758008	-91.5334589529
97.0	0.0137217200515	-91.8395992211
98.0	0.013962596927	-92.1594303904
99.0	0.01424604492	-92.4956505346
100.0	0.0145758817338	-92.8512381826
