	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	4.32998510195e-05	-78.4739851490
52.0	3.6100600406e-05	-72.6975824246
53.0	2.79298226853e-05	-61.2689887467
54.0	2.07395239682e-05	-35.1839270888
55.0	2.20122433949e-05	10.2341365725
56.0	3.70625873743e-05	40.6704941340
57.0	6.25723255675e-05	53.5240409367
58.0	9.858667036e-05	59.2024480993
59.0	0.000148723499853	61.5750501781
60.0	0.000220245646245	61.8855563056
61.0	0.000326931848757	60.3433711347
62.0	0.000496632867591	56.3802176576
63.0	0.000789546057566	48.0867576366
64.0	0.00131692561938	30.1742471552
65.0	0.00192095367061	-5.90569270285
66.0	0.00174821455786	-43.7191509712
67.0	0.00134316041395	-63.4433896830
68.0	0.00108501234464	-73.0038475306
69.0	0.000929606699924	-78.2787368156
70.0	0.000830931966082	-81.5365607612
71.0	0.00076506913695	-83.7205548747
72.0	0.00071956158786	-85.2760050526
73.0	0.00068750092932	-86.4365047331
74.0	0.000664807676234	-87.3350945055
75.0	0.000648940678983	-88.0525947954
76.0	0.000638246287297	-88.6407048773
77.0	0.000631609879702	-89.1339237652
78.0	0.000628259090069	-89.5561019501
79.0	0.000627647486355	-89.9242353392
80.0	0.00062938304326	-90.2507609769
81.0	0.000633182692397	-90.5449993549
82.0	0.000638842616449	-90.8140905678
83.0	0.000646218406915	-91.0636196225
84.0	0.000655211586747	-91.2980450428
85.0	0.000665760373961	-91.5209997033
86.0	0.000677833349313	-91.7355068274
87.0	0.000691425193493	-91.9441385703
88.0	0.000706553937216	-92.1491352096
89.0	0.000723259381731	-92.3524970250
90.0	0.00074160246204	-92.5560572285
91.0	0.000761665432828	-92.7615418470
92.0	0.000783552804137	-92.9706209180
93.0	0.000807393035655	-93.1849542933
94.0	0.000833341016095	-93.4062348253
95.0	0.000861581446366	-93.6362311789
96.0	0.000892333249309	-93.8768326499
97.0	0.000925855251901	-94.1300981944
98.0	0.00096245342388	-94.3983123319
99.0	0.00100249010056	-94.6840510521
100.0	0.00104639575171	-94.9901814470
