	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.000347688601758	-95.0110501008
52.0	0.000380014569665	-95.420299867
53.0	0.000417600072434	-95.8950018519
54.0	0.000461837154907	-96.4527811037
55.0	0.000514652504782	-97.1181281190
56.0	0.00057878851826	-97.9260703731
57.0	0.00065827961508	-98.9284569717
58.0	0.00075929907271	-100.205287724
59.0	0.000891751340164	-101.886448492
60.0	0.00107246693259	-104.196697916
61.0	0.0013320893	-107.557861039
62.0	0.00173088034215	-112.848562441
63.0	0.00239351269561	-122.147066926
64.0	0.00351829719061	-140.841469213
65.0	0.0045703247687	-177.542200630
66.0	0.00373579073319	144.144307457
67.0	0.00259612272919	124.012521993
68.0	0.00190804000977	114.117890061
69.0	0.0014946830636	108.568223750
70.0	0.00122666105054	105.084760294
71.0	0.00104065775652	102.716619066
72.0	0.000904548161588	101.012759759
73.0	0.000800763296025	99.7352382683
74.0	0.000719005944022	98.7477332725
75.0	0.000652879513548	97.9669816255
76.0	0.000598214339299	97.3395175258
77.0	0.000552180996878	96.8296394095
78.0	0.00051279330678	96.4127824531
79.0	0.000478615949014	96.0716770645
80.0	0.000448585151809	95.7940284961
81.0	0.000421894697097	95.5710699453
82.0	0.000397921134559	95.3966410622
83.0	0.000376173343764	95.2665971009
84.0	0.000356257658926	95.1784371825
85.0	0.000337853212776	95.1310871001
86.0	0.000320694135706	95.1248009351
87.0	0.000304556454263	95.1611647822
88.0	0.000289248268194	95.2432005661
89.0	0.000274602250908	95.3755819003
90.0	0.000260469822921	95.5649899668
91.0	0.000246716556955	95.8206593928
92.0	0.000233218512453	96.1551977409
93.0	0.0002198593132	96.5858170526
94.0	0.000206527891454	97.1362094781
95.0	0.000193116944428	97.8394660238
96.0	0.000179522349769	98.7427465612
97.0	0.000165644151043	99.9150050660
98.0	0.000151390464733	101.460273164
99.0	0.000136687319744	103.541519675
100.0	0.000121501377826	106.425474419
