	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.000147048004874	-94.6990139459
52.0	0.000159611711448	-95.0591678962
53.0	0.000174076825667	-95.4800855433
54.0	0.000190933448269	-95.9788797831
55.0	0.000210858540284	-96.5794522210
56.0	0.000234813832867	-97.3161503524
57.0	0.000264211541246	-98.2400345835
58.0	0.000301208511732	-99.4301856253
59.0	0.000349258150756	-101.015412710
60.0	0.000414214579898	-103.219206371
61.0	0.000506701946428	-106.461889138
62.0	0.000647507353169	-111.620293761
63.0	0.000879195604773	-120.770533255
64.0	0.00126674978724	-139.298098332
65.0	0.00160975832458	-175.810242575
66.0	0.00128437958705	146.090516296
67.0	0.000869064135369	126.203514652
68.0	0.000620157272417	116.590326962
69.0	0.000470162230984	111.366573765
70.0	0.000372041752408	108.263584849
71.0	0.000303017789936	106.343735374
72.0	0.000251587034421	105.173716487
73.0	0.000211474085354	104.539805312
74.0	0.000179006350272	104.339581320
75.0	0.000151905444516	104.538600027
76.0	0.000128690206699	105.156104265
77.0	0.000108363499857	106.269130335
78.0	9.02416917362e-05	108.036623380
79.0	7.38646251843e-05	110.758149434
80.0	5.89643489145e-05	115.008361778
81.0	4.55078459195e-05	121.953679786
82.0	3.3904689191e-05	134.067739613
83.0	2.56140981041e-05	155.832274016
84.0	2.36300846692e-05	-172.271491314
85.0	2.90368661172e-05	-144.701922975
86.0	3.88964927454e-05	-128.485476622
87.0	5.08387707672e-05	-119.367522293
88.0	6.39418461658e-05	-113.872220284
89.0	7.79063099937e-05	-110.315542199
90.0	9.26649012297e-05	-107.884359137
91.0	0.000108247806847	-106.156314924
92.0	0.000124734417547	-104.895077534
93.0	0.000142235173275	-103.959797443
94.0	0.000160885157645	-103.262136717
95.0	0.000180842977379	-102.744411938
96.0	0.000202292485227	-102.367780580
97.0	0.000225446435999	-102.105519588
98.0	0.00025055181993	-101.939036348
99.0	0.0002778969693	-101.855421694
100.0	0.000307820770455	-101.845829192
