	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.000919361556687	-93.0139548882
52.0	0.000974854988564	-93.3144463609
53.0	0.0010377839597	-93.6710343276
54.0	0.00111007585855	-94.1000499132
55.0	0.00119439197827	-94.6244499605
56.0	0.00129451036303	-95.2774313346
57.0	0.00141597215731	-96.1086412760
58.0	0.00156722518052	-97.1954090350
59.0	0.00176176033972	-98.6643515750
60.0	0.00202235914688	-100.736185622
61.0	0.00239011997103	-103.827682245
62.0	0.00294463658458	-108.811067076
63.0	0.00384534125947	-117.756389020
64.0	0.00531332525374	-136.041025706
65.0	0.00645357307982	-172.261174788
66.0	0.00490167840257	149.996030935
67.0	0.00314184633058	130.551858451
68.0	0.00211098140789	121.500030789
69.0	0.00149543267252	117.004874758
70.0	0.00109493972094	114.874474098
71.0	0.000814603094136	114.298069273
72.0	0.000607140429836	115.064738284
73.0	0.000447230847872	117.380182912
74.0	0.000320783913592	122.007690369
75.0	0.000220718743196	130.887074204
76.0	0.000147087404154	148.688153501
77.0	0.000111567210407	-178.519579671
78.0	0.000124835130874	-143.814116438
79.0	0.000166054965379	-123.837786810
80.0	0.000214971544435	-113.601618524
81.0	0.000264732928702	-107.849917923
82.0	0.000313499109009	-104.294452534
83.0	0.000360893938382	-101.934023394
84.0	0.000406996530385	-100.284027212
85.0	0.000452031697033	-99.086693463
86.0	0.000496265276394	-98.1940120240
87.0	0.000539967396972	-97.5156729703
88.0	0.000583400604967	-96.9938388856
89.0	0.000626817714262	-96.5900046922
90.0	0.000670463601995	-96.2777302766
91.0	0.000714578639144	-96.0384153274
92.0	0.000759402837142	-95.8587384542
93.0	0.000805180383057	-95.7290505506
94.0	0.000852164508363	-95.6423383482
95.0	0.000900622769862	-95.5935416868
96.0	0.000950842913923	-95.5790981479
97.0	0.00100313956011	-95.5966393360
98.0	0.00105786201633	-95.6447925911
99.0	0.00111540362768	-95.7230599605
100.0	0.00117621319786	-95.8316767578
