	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
51.0	0.00769764105409	84.5701407624
52.0	0.00847621637717	84.1327749057
53.0	0.00938728605658	83.6283558649
54.0	0.0104663512905	83.0391663203
55.0	0.0117625965948	82.3406163685
56.0	0.013346096133	81.4975712631
57.0	0.0153200350057	80.4580659343
58.0	0.0178424569247	79.1419749793
59.0	0.021167205563	77.4192762611
60.0	0.0257262078656	75.0650629720
61.0	0.0323072949394	71.6573486454
62.0	0.0424641778881	66.3173325278
63.0	0.0594296593799	56.9665570303
64.0	0.0884598843349	38.2167160312
65.0	0.116426980008	1.45714599605
66.0	0.0964808123965	-36.9191444423
67.0	0.0680155579564	-57.1173627552
68.0	0.0507437633254	-67.0826788777
69.0	0.0403793993489	-72.7076280981
70.0	0.0336877049016	-76.2713600349
71.0	0.0290756910679	-78.7251873476
72.0	0.0257328836783	-80.5206343953
73.0	0.0232154407867	-81.8961893640
74.0	0.0212631042428	-82.9887873718
75.0	0.0197142539871	-83.8823865026
76.0	0.0184636621144	-84.6312425360
77.0	0.0174400865148	-85.2719587899
78.0	0.0165937027327	-85.8301340124
79.0	0.015888707455	-86.3242289539
80.0	0.0152987828901	-86.7679176738
81.0	0.01480421505	-87.1715728584
82.0	0.0143900062365	-87.5432356218
83.0	0.0140446055108	-87.8892673805
84.0	0.0137590351515	-88.2147996160
85.0	0.0135262778251	-88.5240517244
86.0	0.0133408396441	-88.8205607589
87.0	0.0131984347233	-89.1073512478
88.0	0.0130957555296	-89.3870635720
89.0	0.013030305286	-89.6620534529
90.0	0.0130002762005	-89.9344711732
91.0	0.0130044628216	-90.2063267174
92.0	0.013042202887	-90.4795453533
93.0	0.0131133408774	-90.7560171419
94.0	0.0132182112113	-91.0376431903
95.0	0.0133576394745	-91.3263811189
96.0	0.013532961351	-91.6242920297
97.0	0.0137460601618	-91.9335913793
98.0	0.0139994250319	-92.2567064073
99.0	0.0142962333983	-92.5963432613
100.0	0.0146404630421	-92.9554893211
