Frequency	Amplitude	Phase Angle
50.0	0.00111691295917	-9.21964255190
51.0	0.00113379849733	-10.3193612573
52.0	0.00115603909768	-11.5829847537
53.0	0.00118430512372	-13.0446660407
54.0	0.00121941762738	-14.7480085993
55.0	0.0012623604605	-16.7492033397
56.0	0.00131427125331	-19.1212478877
57.0	0.00137637951923	-21.9594748096
58.0	0.00144982542616	-25.3883559504
59.0	0.00153522757971	-29.5686528778
60.0	0.00163176351904	-34.7015304012
61.0	0.00173542674166	-41.0205857262
62.0	0.00183628942572	-48.7525513491
63.0	0.00191577637465	-58.0185197228
64.0	0.00194785281264	-68.6693347221
65.0	0.00190957720725	-80.1465028462
66.0	0.00179764062554	-91.5646940717
67.0	0.00163333848784	-102.063141160
68.0	0.00144829153221	-111.134604956
69.0	0.00126765807903	-118.672080877
70.0	0.00110467979649	-124.817059884
71.0	0.000963524489287	-129.800759008
72.0	0.000843567328118	-133.853875409
73.0	0.000742297911036	-137.172500394
74.0	0.000656794892901	-139.912389239
75.0	0.000584338771909	-142.193765683
76.0	0.000522605745415	-144.108535051
77.0	0.000469684262786	-145.726950313
78.0	0.000424027839523	-147.102968709
79.0	0.000384392561806	-148.278317848
80.0	0.000349777852499	-149.285510843
81.0	0.000319376257658	-150.150061872
82.0	0.000292532919499	-150.892113837
83.0	0.000268713606569	-151.527636947
84.0	0.000247479751907	-152.069315991
85.0	0.000228469020849	-152.527208864
86.0	0.00021138017423	-152.909237273
87.0	0.000195961239482	-153.221551471
88.0	0.000182000225423	-153.468799475
89.0	0.000169317797871	-153.654322409
90.0	0.000157761468949	-153.780290752
91.0	0.00014720096613	-153.847792651
92.0	0.000137524520296	-153.856880816
93.0	0.0001286358812	-153.806583524
94.0	0.000120451908293	-153.694881514
95.0	0.000112900625802	-153.518652985
96.0	0.000105919654963	-153.273587153
97.0	9.9454958078e-05	-152.954066713
98.0	9.34598470733e-05	-152.553020306
99.0	8.78942229094e-05	-152.061749400
100.0	8.27240220555e-05	-151.469609485
