Frequency	Amplitude	Phase Angle
50.0	2.9339793511e-05	164.953417150
51.0	3.08742585854e-05	163.750997538
52.0	3.26055230506e-05	162.385324773
53.0	3.45691006003e-05	160.822234849
54.0	3.68080387387e-05	159.018110444
55.0	3.93741026046e-05	156.916743560
56.0	4.23283694984e-05	154.445115926
57.0	4.57400271218e-05	151.507870490
58.0	4.96807119801e-05	147.980506324
59.0	5.42088540264e-05	143.702227944
60.0	5.93335546609e-05	138.471830931
61.0	6.49417335006e-05	132.055672233
62.0	7.06756785813e-05	124.226966487
63.0	7.57930634844e-05	114.864560410
64.0	7.91677872718e-05	104.117540172
65.0	7.96886268851e-05	92.5443192361
66.0	7.69829610347e-05	81.0301359963
67.0	7.17419214161e-05	70.4356528777
68.0	6.52133778178e-05	61.2679894341
69.0	5.84859737938e-05	53.6340134057
70.0	5.21970420611e-05	47.3920778802
71.0	4.66046182474e-05	42.3107872329
72.0	4.17489159366e-05	38.1592406436
73.0	3.75725850862e-05	34.7411138151
74.0	3.39862795432e-05	31.9003849029
75.0	3.08985890071e-05	29.5165248334
76.0	2.82275157932e-05	27.4972785016
77.0	2.59035225436e-05	25.7719914325
78.0	2.38691347918e-05	24.2862452646
79.0	2.20773672079e-05	22.9977815981
80.0	2.04899320883e-05	21.8734760237
81.0	1.90755952086e-05	20.8871089447
82.0	1.78087871201e-05	20.0177220467
83.0	1.66684742735e-05	19.2484010079
84.0	1.5637258493e-05	18.5653659977
85.0	1.47006642171e-05	17.957286595
86.0	1.38465760821e-05	17.4147592809
87.0	1.3064794316e-05	16.9299050462
88.0	1.23466824764e-05	16.4960547979
89.0	1.16848870738e-05	16.1074997595
90.0	1.10731132819e-05	15.7592898053
91.0	1.05059443486e-05	15.4470670829
92.0	9.97869553277e-06	15.1669245747
93.0	9.48729497811e-06	14.9152821967
94.0	9.02818599556e-06	14.6887737945
95.0	8.59824614455e-06	14.4841394364
96.0	8.19471963468e-06	14.2981181019
97.0	7.81516020439e-06	14.1273357409
98.0	7.45738205108e-06	13.9681840367
99.0	7.11941700076e-06	13.8166841286
100.0	6.79947607818e-06	13.6683187493
