Frequency	Amplitude	Phase Angle
50.0	6.22604607415e-05	163.322827526
51.0	6.5951937021e-05	162.063500865
52.0	7.01253011091e-05	160.639124642
53.0	7.48690717669e-05	159.015457629
54.0	8.02911350336e-05	157.148801621
55.0	8.65221804602e-05	154.982863900
56.0	9.37180270109e-05	152.444537468
57.0	0.000102058096913	149.438372062
58.0	0.000111733838096	145.839769214
59.0	0.000122913967983	141.487830714
60.0	0.00013566120035	136.181244652
61.0	0.000149759923446	129.686254721
62.0	0.000164419157427	121.775956616
63.0	0.000177917645143	112.329072066
64.0	0.000187561585132	101.494555744
65.0	0.000190589347936	89.8306826642
66.0	0.000185911955253	78.2225456107
67.0	0.000174985574818	67.5306536964
68.0	0.000160690898073	58.2619650247
69.0	0.000145627453644	50.5231773616
70.0	0.000131367796081	44.1724648018
71.0	0.000118588089984	38.9782433992
72.0	0.000107435356426	34.7094138757
73.0	9.78108798758e-05	31.1694430778
74.0	8.95285254029e-05	28.2020896984
75.0	8.23890479104e-05	25.6865937128
76.0	7.62099480804e-05	23.5304575719
77.0	7.08345514719e-05	21.6627722478
78.0	6.6132303763e-05	20.0288527378
79.0	6.19958524691e-05	18.5861616744
80.0	5.83373341874e-05	17.3012833569
81.0	5.50848296212e-05	16.1476948876
82.0	5.2179307021e-05	15.1041232503
83.0	4.95721061609e-05	14.1533286688
84.0	4.72229124817e-05	13.2811968143
85.0	4.50981444673e-05	12.4760552429
86.0	4.31696737008e-05	11.7281540549
87.0	4.14138099834e-05	11.0292668308
88.0	3.98104945249e-05	10.3723811213
89.0	3.83426561717e-05	9.75145531211
90.0	3.69956957157e-05	9.16122541757
91.0	3.57570702882e-05	8.59704966750
92.0	3.46159572306e-05	8.05478116951
93.0	3.35629800928e-05	7.53066210679
94.0	3.25899843654e-05	7.02123387325
95.0	3.16898526308e-05	6.52325869351
96.0	3.08563510612e-05	6.03364964285
97.0	3.00840012048e-05	5.54940577943
98.0	2.93679711497e-05	5.06755038288
99.0	2.87039828021e-05	4.58506953363
100.0	2.80882306298e-05	4.09884614144
