Frequency	Amplitude	Phase Angle
50.0	0.000909155990603	-7.55805271806
51.0	0.000914058031568	-8.53451170221
52.0	0.000922762083449	-9.66707370657
53.0	0.000935654949718	-10.9893823157
54.0	0.000953212625558	-12.5444881638
55.0	0.000976001848753	-14.3879809671
56.0	0.00100466438813	-16.5922035784
57.0	0.00103986135505	-19.2517740385
58.0	0.0010821313354	-22.4903830484
59.0	0.00113157331392	-26.4679365002
60.0	0.00118719996383	-31.3846601449
61.0	0.00124575495754	-37.4731184931
62.0	0.00129993460121	-44.9589060779
63.0	0.00133679371558	-53.9618586677
64.0	0.00133903012161	-64.3314293870
65.0	0.00129256111072	-75.5075821854
66.0	0.00119743062118	-86.6032721735
67.0	0.00107003879125	-96.7558211559
68.0	0.000932577416835	-105.455855416
69.0	0.000801776107775	-112.593980173
70.0	0.000685822878708	-118.309002993
71.0	0.000586746633905	-122.829120946
72.0	0.000503491412094	-126.381623107
73.0	0.000433901286753	-129.158744785
74.0	0.000375683279286	-131.311866742
75.0	0.000326781763063	-132.956237119
76.0	0.000285477707382	-134.178086657
77.0	0.000250377412751	-135.041180981
78.0	0.000220365496375	-135.592042618
79.0	0.000194552638249	-135.863861301
80.0	0.000172228930195	-135.879327016
81.0	0.00015282555432	-135.652637901
82.0	0.00013588446457	-135.190892478
83.0	0.000121034824876	-134.495030206
84.0	0.00010797482631	-133.560444810
85.0	9.64576873912e-05	-132.377375679
86.0	8.6280859917e-05	-130.931172398
87.0	7.7277682118e-05	-129.202539127
88.0	6.93108912349e-05	-127.167893436
89.0	6.22675420866e-05	-124.800025077
90.0	5.60549648262e-05	-122.069306784
91.0	5.05974582632e-05	-118.945788543
92.0	4.58334443841e-05	-115.402552812
93.0	4.17128261409e-05	-111.420657397
94.0	3.8194315992e-05	-106.995711270
95.0	3.52425600636e-05	-102.145494051
96.0	3.28250208008e-05	-96.9170266214
97.0	3.09088118205e-05	-91.3904611004
98.0	2.94579488779e-05	-85.6768828436
99.0	2.84316394405e-05	-79.9084864679
100.0	2.77841100845e-05	-74.2225174701
