Frequency	Amplitude	Phase Angle
50.0	0.00112281629392	-9.24703599977
51.0	0.00113999408996	-10.3480986080
52.0	0.00116256419691	-11.6130879461
53.0	0.00119120365165	-13.0761551697
54.0	0.00122674157259	-14.7809018011
55.0	0.00127017147518	-16.7835167654
56.0	0.00132264234274	-19.1569955114
57.0	0.00138539644335	-21.9966684099
58.0	0.00145958695412	-25.4270050402
59.0	0.00154584266214	-29.6087645519
60.0	0.00164334142894	-34.7431093828
61.0	0.00174805322181	-41.0636341429
62.0	0.00184997954827	-48.7970688609
63.0	0.00193040132066	-58.0645034063
64.0	0.00196306835755	-68.7167790135
65.0	0.0019248301707	-80.1953995443
66.0	0.00181231345899	-91.6150324462
67.0	0.00164695276001	-102.114907925
68.0	0.0014606111807	-111.187784367
69.0	0.00127865546263	-118.726654835
70.0	0.0011144475078	-124.873008098
71.0	0.000972202409617	-129.858059256
72.0	0.000851301243085	-133.912503710
73.0	0.000749221279932	-137.232431409
74.0	0.00066302311031	-139.973596695
75.0	0.000589969060647	-142.256222945
76.0	0.000527719161531	-144.172215699
77.0	0.000474348219832	-145.791829080
78.0	0.00042829851311	-147.169022181
79.0	0.000388316963095	-148.345525982
80.0	0.000353395538332	-149.353858282
81.0	0.000322720713705	-150.219539529
82.0	0.000295632667246	-150.962721178
83.0	0.00027159308755	-151.599384523
84.0	0.000250160035247	-152.142228266
85.0	0.000230968371811	-152.601328120
86.0	0.000213714511682	-152.984627847
87.0	0.000198144507101	-153.298305286
88.0	0.000184044692603	-153.547042193
89.0	0.000171234307376	-153.734221358
90.0	0.000159559639288	-153.862064200
91.0	0.000148889357759	-153.931720900
92.0	0.000139110773902	-153.943319982
93.0	0.00013012682976	-153.895981436
94.0	0.000121853669292	-153.787797318
95.0	0.00011421867602	-153.615780360
96.0	0.000107158887797	-153.375781690
97.0	0.000100619726713	-153.062377977
98.0	9.45539926458e-05	-152.668729098
99.0	8.89210877675e-05	-152.186409606
100.0	8.36864458181e-05	-151.605093157
