Frequency	Amplitude	Phase Angle
50.0	0.000893317305221	-7.41383564849
51.0	0.000897362238341	-8.37849662948
52.0	0.000905099273525	-9.49836469566
53.0	0.000916895356525	-10.8070077709
54.0	0.000933202398931	-12.3473926427
55.0	0.000954558141232	-14.1750161708
56.0	0.000981570090137	-16.3621178643
57.0	0.00101486043812	-19.0032007864
58.0	0.00105492728044	-22.2218271993
59.0	0.0011018361321	-26.1777594664
60.0	0.00115459316239	-31.0710622227
61.0	0.00121000290208	-37.1341191126
62.0	0.00126095803936	-44.5923207674
63.0	0.00129492381751	-53.5652727879
64.0	0.00129522377525	-63.902167592
65.0	0.00124839675183	-75.0426733427
66.0	0.00115470179001	-86.0994084434
67.0	0.00103016334739	-96.2093105447
68.0	0.000896284590724	-104.862566334
69.0	0.000769190845985	-111.949276765
70.0	0.000656714305622	-117.607669159
71.0	0.000560738242267	-122.065271318
72.0	0.000480182392138	-125.548598205
73.0	0.000412921259367	-128.248987353
74.0	0.000356710574364	-130.316776153
75.0	0.00030954497016	-131.865996758
76.0	0.00026975076163	-132.981460862
77.0	0.000235972924969	-133.725275184
78.0	0.000207128264621	-134.142021563
79.0	0.000182354013751	-134.262619448
80.0	0.000160962174428	-134.107106908
81.0	0.000142402114877	-133.686593553
82.0	0.000126231041274	-133.004601609
83.0	0.000112091083669	-132.057967050
84.0	9.96916442435e-05	-130.837445125
85.0	8.87958204464e-05	-129.328152245
86.0	7.92099470337e-05	-127.509988290
87.0	7.07755005303e-05	-125.358218315
88.0	6.33627758201e-05	-122.844451145
89.0	5.68658593536e-05	-119.938334313
90.0	5.11985016099e-05	-116.610359398
91.0	4.62905346256e-05	-112.836191275
92.0	4.20845162374e-05	-108.602779472
93.0	3.85323339925e-05	-103.916043706
94.0	3.55916176702e-05	-98.8090086672
95.0	3.32220275971e-05	-93.3480686505
96.0	3.13817881565e-05	-87.6341882026
97.0	3.00251066494e-05	-81.7963748619
98.0	2.9101138782e-05	-75.9772965508
99.0	2.85548042893e-05	-70.3145568157
100.0	2.83291377141e-05	-64.9234003228
