Frequency	Amplitude	Phase Angle
50.0	0.00110747072324	-9.17311543944
51.0	0.00112387943764	-10.2704318435
52.0	0.00114558232513	-11.5316003629
53.0	0.00117323881582	-12.9907762029
54.0	0.00120765673552	-14.6915651803
55.0	0.00124980406082	-16.6901607319
56.0	0.00130079975418	-19.0595631254
57.0	0.00136185228813	-21.8951078331
58.0	0.00143408025693	-25.3212696266
59.0	0.00151808512972	-29.4988133035
60.0	0.00161304312325	-34.6289068652
61.0	0.0017149849858	-40.9451510490
62.0	0.00181409671368	-48.6742819574
63.0	0.00189203636431	-57.9373957056
64.0	0.00192311994056	-68.5853400039
65.0	0.001884748223	-80.0596253662
66.0	0.00177372100972	-91.4749257915
67.0	0.00161111111546	-101.970478204
68.0	0.00142814668131	-111.039047607
69.0	0.00124964673977	-118.573633716
70.0	0.00108865621485	-124.715731602
71.0	0.000949264726166	-129.696562654
72.0	0.000830836812178	-133.746828112
73.0	0.000730881373717	-137.062623221
74.0	0.000646505926896	-139.799707091
75.0	0.000575020170212	-142.078307103
76.0	0.000514126353927	-143.990331591
77.0	0.000461934950997	-145.606036428
78.0	0.000416917639419	-146.979380683
79.0	0.000377845330903	-148.152093609
80.0	0.00034372951396	-149.156688592
81.0	0.000313772570118	-150.018679128
82.0	0.000287327685636	-150.758205761
83.0	0.000263867243821	-151.391234908
84.0	0.000242958146436	-151.930445131
85.0	0.000224242607183	-152.385885521
86.0	0.000207423193663	-152.765465864
87.0	0.000192251137848	-153.075320503
88.0	0.000178517162641	-153.320076891
89.0	0.000166044244768	-153.503049740
90.0	0.000154681877117	-153.626376387
91.0	0.000144301492349	-153.691103324
92.0	0.000134792799323	-153.697231751
93.0	0.000126060834838	-153.643726249
94.0	0.000118023586811	-153.528489520
95.0	0.00011061007501	-153.348304726
96.0	0.00010375880562	-153.098745985
97.0	9.74165345497e-05	-152.774057537
98.0	9.15372933573e-05	-152.367003297
99.0	8.60816441764e-05	-151.868690901
100.0	8.10161408979e-05	-151.268251758
