Frequency	Amplitude	Phase Angle
50.0	0.000880439704881	-7.30135765890
51.0	0.000883818772168	-8.25698495667
52.0	0.000890805098976	-9.36715004543
53.0	0.000901750405102	-10.6653652070
54.0	0.000917088168959	-12.1945356764
55.0	0.000937334009378	-14.0100899272
56.0	0.000963069390669	-16.1841914913
57.0	0.000994887130396	-18.8112586497
58.0	0.00103325512395	-22.0147590767
59.0	0.00107821475084	-25.9543490561
60.0	0.00112876984932	-30.8299742761
61.0	0.00118177601243	-36.8738844808
62.0	0.00123028320163	-44.3113191872
63.0	0.00126207994287	-53.2617131043
64.0	0.0012609770907	-63.5740649736
65.0	0.00121399061151	-74.6878225606
66.0	0.00112153380233	-85.7153530186
67.0	0.000999325280474	-95.7933068244
68.0	0.000868324861775	-104.411541380
69.0	0.000744186910723	-111.459779042
70.0	0.000634469705463	-117.075810809
71.0	0.000540947051282	-121.486660001
72.0	0.000462523164399	-124.918257008
73.0	0.000397098830162	-127.561260319
74.0	0.000342469559559	-129.565216582
75.0	0.000296670421856	-131.043235934
76.0	0.000258063950693	-132.079052999
77.0	0.000225325875696	-132.733515685
78.0	0.000197398512193	-133.049735348
79.0	0.000173440084728	-133.056916147
80.0	0.000152779875693	-132.773102625
81.0	0.000134881562549	-132.207102490
82.0	0.000119314318123	-131.359807203
83.0	0.000105730409276	-130.225095539
84.0	9.38479548e-05	-128.790484684
85.0	8.34376702948e-05	-127.037694397
86.0	7.43126491341e-05	-124.943317477
87.0	6.63204253916e-05	-122.479847511
88.0	5.93367178914e-05	-119.617390234
89.0	5.32603596994e-05	-116.326467449
90.0	4.80089857504e-05	-112.582344416
91.0	4.35151036717e-05	-108.371176156
92.0	3.97222356551e-05	-103.697803796
93.0	3.65809464028e-05	-98.5941230848
94.0	3.40448017726e-05	-93.1257062158
95.0	3.20666210098e-05	-87.3934066885
96.0	3.05956744717e-05	-81.5271154395
97.0	2.95765120952e-05	-75.6713647460
98.0	2.89497404989e-05	-69.9662424206
99.0	2.86544188361e-05	-64.5295925071
100.0	2.86312064523e-05	-59.4457043396
