Frequency	Amplitude	Phase Angle
50.0	5.94243839983e-05	163.080412263
51.0	6.30099533932e-05	161.814326179
52.0	6.70647011393e-05	160.383074788
53.0	7.16750095142e-05	158.752414348
54.0	7.69462337314e-05	156.878644041
55.0	8.30061151691e-05	154.705468629
56.0	9.0007155019e-05	152.159778478
57.0	9.81253072109e-05	149.146120643
58.0	0.000107548993195	145.539893995
59.0	0.000118445711635	141.180197673
60.0	0.000130881611008	135.865716946
61.0	0.000144654472289	129.362692824
62.0	0.000159004845992	121.444218287
63.0	0.000172268971027	111.989012138
64.0	0.000181832052434	101.146026278
65.0	0.00018500015626	89.4735328730
66.0	0.000180690839059	77.8566218221
67.0	0.000170292230973	67.1557994077
68.0	0.000156587130615	57.8780207066
69.0	0.000142098234159	50.1299807911
70.0	0.000128358141377	43.7698506889
71.0	0.000116030753008	38.5660435522
72.0	0.000105265305242	34.2874572987
73.0	9.59709171539e-05	30.7375560403
74.0	8.79704553796e-05	27.7600954866
75.0	8.10730117123e-05	25.2343130211
76.0	7.51031920444e-05	23.0677084652
77.0	6.99101590673e-05	21.1893702715
78.0	6.53680788372e-05	19.5446111747
79.0	6.13733966397e-05	18.0908915650
80.0	5.78413065655e-05	16.7947939664
81.0	5.47023604371e-05	15.6297939098
82.0	5.18995350031e-05	14.5746171837
83.0	4.93858129553e-05	13.6120233863
84.0	4.71222335935e-05	12.7278980574
85.0	4.50763387466e-05	11.9105694241
86.0	4.32209389627e-05	11.1502890909
87.0	4.1533134824e-05	10.4388332509
88.0	3.9993538068e-05	9.76919334472
89.0	3.85856503051e-05	9.135333219
90.0	3.72953649576e-05	8.53199634239
91.0	3.61105661038e-05	7.95455061241
92.0	3.50208035215e-05	7.39886171669
93.0	3.4017028235e-05	6.86118781425
94.0	3.30913757478e-05	6.33809039241
95.0	3.22369875241e-05	5.82635682724
96.0	3.14478629953e-05	5.32293139862
97.0	3.07187351782e-05	4.82485185943
98.0	3.00449662853e-05	4.32918905072
99.0	2.94224578424e-05	3.83298756949
100.0	2.88475722957e-05	3.33320266327
