Frequency	Amplitude	Phase Angle
50.0	2.02028018218e-05	-14.8541139941
51.0	2.12421827871e-05	-16.0452615764
52.0	2.24143173092e-05	-17.3989093166
53.0	2.37430756588e-05	-18.9491601101
54.0	2.52573624841e-05	-20.7395644659
55.0	2.69918890349e-05	-22.8262570163
56.0	2.89875312702e-05	-25.2821755473
57.0	3.12904506091e-05	-28.2025888328
58.0	3.394816498e-05	-31.7119005316
59.0	3.69988187007e-05	-35.9707990180
60.0	4.04465742044e-05	-41.1803706670
61.0	4.4212192192e-05	-47.5741278851
62.0	4.80503256657e-05	-55.3787116906
63.0	5.14557083945e-05	-64.7151155679
64.0	5.36658466021e-05	-75.4340756605
65.0	5.39332660572e-05	-86.9769814123
66.0	5.20150632305e-05	-98.4583748593
67.0	4.83885316295e-05	-109.017348761
68.0	4.39035017938e-05	-118.146510304
69.0	3.92972743453e-05	-125.738685814
70.0	3.4999102133e-05	-131.935179446
71.0	3.11809202472e-05	-136.967001882
72.0	2.78675691674e-05	-141.064620873
73.0	2.5018414796e-05	-144.423872658
74.0	2.25716699742e-05	-147.200227529
75.0	2.0464532011e-05	-149.513590508
76.0	1.86408398525e-05	-151.455508522
77.0	1.70530537034e-05	-153.095831095
78.0	1.56619277451e-05	-154.488059253
79.0	1.44354050615e-05	-155.673403572
80.0	1.33473783294e-05	-156.683788551
81.0	1.23765588422e-05	-157.544056514
82.0	1.15055242486e-05	-158.273580465
83.0	1.07199461997e-05	-158.887445377
84.0	1.0007975242e-05	-159.397314129
85.0	9.3597547526e-06	-159.812060558
86.0	8.76703811771e-06	-160.138229183
87.0	8.22288669023e-06	-160.380361922
88.0	7.72143141513e-06	-160.541221266
89.0	7.2576838277e-06	-160.621928776
90.0	6.82738606045e-06	-160.622031963
91.0	6.42689156311e-06	-160.539507102
92.0	6.05307038695e-06	-160.370701491
93.0	5.70323436996e-06	-160.110215807
94.0	5.37507880633e-06	-159.750724586
95.0	5.06663813975e-06	-159.282731748
96.0	4.77625419785e-06	-158.694258397
97.0	4.50255598822e-06	-157.970462281
98.0	4.24445092736e-06	-157.093196655
99.0	4.00112800991e-06	-156.040531826
100.0	3.77207379063e-06	-154.786162350
